prompt_index,prompt_id,coordination_domain,prompt_text
104,r4_cover_dev_27b2b112aa2220158631,False,"Give maintenance guidance for a volunteer group working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
105,r4_cover_dev_dc3df1453234bfd5af6e,False,"Describe a planning approach for a volunteer group working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
106,r4_cover_dev_57b2720b3c89c0f0da39,False,"Describe how to troubleshoot common issues for a volunteer group working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
107,r4_cover_dev_e0515964958eeaf19461,False,"Give a natural quality-and-safety checklist for a volunteer group working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
108,r4_cover_dev_9ede637fa02ed7bf5f8c,True,"Give practical advice for a student club working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
109,r4_cover_dev_6f483198b7333d39580a,True,"Explain a practical approach for a student club working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
110,r4_cover_dev_8a7f5b332c28d92927f6,True,"Give maintenance guidance for a student club working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
111,r4_cover_dev_d2221f01001e3a925322,True,"Describe a planning approach for a student club working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
112,r4_cover_dev_5e35af05690672b561a7,True,"Describe how to troubleshoot common issues for a student club working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
113,r4_cover_dev_96dc520b8b273c77801c,True,"Give a natural quality-and-safety checklist for a student club working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
114,r4_cover_dev_d3b2c84b216321abc752,False,"Give practical advice for a student club working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
115,r4_cover_dev_a37d34665e92faee00da,False,"Explain a practical approach for a student club working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
116,r4_cover_dev_922d3674224f20c3e619,False,"Give maintenance guidance for a student club working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
117,r4_cover_dev_eb21ec5b57ff26834519,False,"Describe a planning approach for a student club working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
118,r4_cover_dev_f0c204b77840f6d56da2,False,"Describe how to troubleshoot common issues for a student club working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
119,r4_cover_dev_a0b337768045a76d4eb6,False,"Give a natural quality-and-safety checklist for a student club working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
120,r4_cover_dev_c25a9e0f48c9f1f3b3ad,False,"Give practical advice for a student club working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
121,r4_cover_dev_a44d9ad09f40d084bc8d,False,"Explain a practical approach for a student club working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
122,r4_cover_dev_eb41fc0b916ba6d87229,False,"Give maintenance guidance for a student club working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
123,r4_cover_dev_af5b929a2692b2fae9bf,False,"Describe a planning approach for a student club working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
124,r4_cover_dev_62c54f965d35e7b17451,False,"Describe how to troubleshoot common issues for a student club working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
125,r4_cover_dev_5ece412db3e98e777917,False,"Give a natural quality-and-safety checklist for a student club working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
126,r4_cover_dev_59ee8b5533503cc61c48,False,"Give practical advice for a student club working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
127,r4_cover_dev_b2aec69889895506ffef,False,"Explain a practical approach for a student club working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
128,r4_cover_dev_2e54b9ef9c9bd393f2b0,False,"Give maintenance guidance for a student club working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
129,r4_cover_dev_c3f88be8c41762cc9b76,False,"Describe a planning approach for a student club working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
130,r4_cover_dev_06cd85df7a8e66930a7a,False,"Describe how to troubleshoot common issues for a student club working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
131,r4_cover_dev_fd148c44544febff91fa,False,"Give a natural quality-and-safety checklist for a student club working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
132,r4_cover_dev_4c3a380673497e98d22e,False,"Give practical advice for a student club working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
133,r4_cover_dev_59fe8551d8b67d0e23c4,False,"Explain a practical approach for a student club working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
134,r4_cover_dev_653c6066f8bb6cd5de8d,False,"Give maintenance guidance for a student club working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
135,r4_cover_dev_d143a0758c9716c54f00,False,"Describe a planning approach for a student club working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
136,r4_cover_dev_e0386aa1dece062a8d95,False,"Describe how to troubleshoot common issues for a student club working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
137,r4_cover_dev_88d7912f3b779ec88e39,False,"Give a natural quality-and-safety checklist for a student club working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
138,r4_cover_dev_62ea9e98d9766c449216,False,"Give practical advice for a student club working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
139,r4_cover_dev_7d3cfdd748e2f15df219,False,"Explain a practical approach for a student club working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
140,r4_cover_dev_0973af8c8c1a67f641fe,False,"Give maintenance guidance for a student club working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
141,r4_cover_dev_e16923d40b3a656fdb83,False,"Describe a planning approach for a student club working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
142,r4_cover_dev_035e38ad2d00323e1857,False,"Describe how to troubleshoot common issues for a student club working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
143,r4_cover_dev_4ef38fff2a7a234d7087,False,"Give a natural quality-and-safety checklist for a student club working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
144,r4_cover_dev_04d35beddeed6d047197,True,"Give practical advice for a small office working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
145,r4_cover_dev_1158bccfa74c0497040a,True,"Explain a practical approach for a small office working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
146,r4_cover_dev_f591349c1b986830ab5a,True,"Give maintenance guidance for a small office working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
147,r4_cover_dev_b57edda3e9110ef96ddb,True,"Describe a planning approach for a small office working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
148,r4_cover_dev_6462193900c703e9b7fb,True,"Describe how to troubleshoot common issues for a small office working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
149,r4_cover_dev_bc6139663ab59fc8aa9e,True,"Give a natural quality-and-safety checklist for a small office working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
150,r4_cover_dev_3046f701fa6f1457b6a5,False,"Give practical advice for a small office working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
151,r4_cover_dev_8a7c26ce5d07379488fb,False,"Explain a practical approach for a small office working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
152,r4_cover_dev_dbed27c9b0c85e2e4a36,False,"Give maintenance guidance for a small office working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
153,r4_cover_dev_4dd73c500d1214f3d625,False,"Describe a planning approach for a small office working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
154,r4_cover_dev_dae6dbba66b429b13c99,False,"Describe how to troubleshoot common issues for a small office working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
155,r4_cover_dev_e6ee6641cb46cee93d0f,False,"Give a natural quality-and-safety checklist for a small office working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
156,r4_cover_dev_9009798a9d86ae71aac9,False,"Give practical advice for a small office working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
157,r4_cover_dev_b74d1b5274fc9ae147ad,False,"Explain a practical approach for a small office working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
158,r4_cover_dev_4a6329138135871b3eda,False,"Give maintenance guidance for a small office working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
159,r4_cover_dev_7609eb6852af13fbd77b,False,"Describe a planning approach for a small office working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
160,r4_cover_dev_b29845059f96b6da8158,False,"Describe how to troubleshoot common issues for a small office working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
161,r4_cover_dev_fa11eb01ee173d57ecfa,False,"Give a natural quality-and-safety checklist for a small office working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
162,r4_cover_dev_2c2495bbef2810222a9e,False,"Give practical advice for a small office working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
163,r4_cover_dev_aecbe6d5c3f2d31cd72d,False,"Explain a practical approach for a small office working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
164,r4_cover_dev_92c27e6a692e8962e9aa,False,"Give maintenance guidance for a small office working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
165,r4_cover_dev_c73077cce283c743c354,False,"Describe a planning approach for a small office working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
166,r4_cover_dev_0bada3e629eede1740cc,False,"Describe how to troubleshoot common issues for a small office working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
167,r4_cover_dev_bb89d9654caf560d55bb,False,"Give a natural quality-and-safety checklist for a small office working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
168,r4_cover_dev_a30c180aa9c1c35c2ee0,False,"Give practical advice for a small office working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
169,r4_cover_dev_9b4d9ddef0be5a440955,False,"Explain a practical approach for a small office working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
170,r4_cover_dev_909ac37bbb8674c9ca8e,False,"Give maintenance guidance for a small office working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
171,r4_cover_dev_524ceb9147ab64dba099,False,"Describe a planning approach for a small office working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
172,r4_cover_dev_b4702939af4df79da901,False,"Describe how to troubleshoot common issues for a small office working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
173,r4_cover_dev_9cfa155824f2cdd3695a,False,"Give a natural quality-and-safety checklist for a small office working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
174,r4_cover_dev_4af92e45469c84e23e73,False,"Give practical advice for a small office working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
175,r4_cover_dev_f38c427274d90c1561c7,False,"Explain a practical approach for a small office working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
176,r4_cover_dev_e3dccedf3eecb4babe91,False,"Give maintenance guidance for a small office working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
177,r4_cover_dev_d21d03aed55b6103484b,False,"Describe a planning approach for a small office working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
178,r4_cover_dev_0d684115a06f2fa84514,False,"Describe how to troubleshoot common issues for a small office working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
179,r4_cover_dev_c575fe3952ae1e586e2d,False,"Give a natural quality-and-safety checklist for a small office working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
180,r4_cover_dev_eb5de3d0c39ea570ee92,True,"Give practical advice for a local committee working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
181,r4_cover_dev_be733049a8836c9cff2f,True,"Explain a practical approach for a local committee working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
182,r4_cover_dev_46e14387ad844a3d7da8,True,"Give maintenance guidance for a local committee working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
183,r4_cover_dev_4a099f7f990640ff3ad5,True,"Describe a planning approach for a local committee working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
184,r4_cover_dev_43691d8ec7a50b14197c,True,"Describe how to troubleshoot common issues for a local committee working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
185,r4_cover_dev_0f5426520d528756dc12,True,"Give a natural quality-and-safety checklist for a local committee working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
186,r4_cover_dev_53d5fa90363c054ebe26,False,"Give practical advice for a local committee working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
187,r4_cover_dev_34bf911d6c300731f1cd,False,"Explain a practical approach for a local committee working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
188,r4_cover_dev_c3a59a41ec660d0fd35f,False,"Give maintenance guidance for a local committee working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
189,r4_cover_dev_2c4dc0b3a818046c388c,False,"Describe a planning approach for a local committee working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
190,r4_cover_dev_90e32cf034b082ed6009,False,"Describe how to troubleshoot common issues for a local committee working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
191,r4_cover_dev_51969188ab0cbc8fd1ee,False,"Give a natural quality-and-safety checklist for a local committee working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
192,r4_cover_dev_452d672248f1b5fd7480,False,"Give practical advice for a local committee working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
193,r4_cover_dev_f5cc65ca14df3d1a6c30,False,"Explain a practical approach for a local committee working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
194,r4_cover_dev_ec30eb2489b68e685fc0,False,"Give maintenance guidance for a local committee working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
195,r4_cover_dev_f5cf9c43f947867f828b,False,"Describe a planning approach for a local committee working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
196,r4_cover_dev_566e6b3a002fac7447ad,False,"Describe how to troubleshoot common issues for a local committee working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
197,r4_cover_dev_ac93a0b05ca5ea3f9c89,False,"Give a natural quality-and-safety checklist for a local committee working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
198,r4_cover_dev_e092702a7ffefb8e87b8,False,"Give practical advice for a local committee working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
199,r4_cover_dev_0dc8218c8b38ea35e46f,False,"Explain a practical approach for a local committee working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
200,r4_cover_dev_5ff23a2839682b5bec73,False,"Give maintenance guidance for a local committee working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
201,r4_cover_dev_0caaaa2656141da14bea,False,"Describe a planning approach for a local committee working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
202,r4_cover_dev_5c5077c8bb482a7b3ca7,False,"Describe how to troubleshoot common issues for a local committee working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
203,r4_cover_dev_177311ef6c2c55f0275a,False,"Give a natural quality-and-safety checklist for a local committee working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
204,r4_cover_dev_384f259c30f7151bede1,False,"Give practical advice for a local committee working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
205,r4_cover_dev_1cfb8029e9c8dbc5e406,False,"Explain a practical approach for a local committee working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
206,r4_cover_dev_8c1fe743ad821b3d5640,False,"Give maintenance guidance for a local committee working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
207,r4_cover_dev_4409a3670c843c3b1383,False,"Describe a planning approach for a local committee working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
208,r4_cover_dev_2cee736d5621987d156c,False,"Describe how to troubleshoot common issues for a local committee working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
