artifact_group,readiness_decision,bundle_action,include_in_dry_run_bundle,bundle_source_path,bundle_source_role,planned_supplement_path,review_artifact_path,source_exists,source_sha256,review_artifact_exists,manual_review_required,publication_blocker,remaining_action,claim_scope_guard
reproducibility_config,security_review_available_manual_review_required,include_source_after_security_review,True,configs/verification_substrate_gap/text_only_observability.yaml,original_source,configs/text_only_observability.yaml,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/security_review_text_only_observability.json,True,6c4e0dc072c272617547f9078cb8f23fa5a2fe8d0e256bb6a4643dd5654c545c,True,True,True,human security review of schema field names before bundle inclusion,preserves VSG substrate-gap claim boundary
reproducibility_config,copy_or_commit_required_before_supplement_bundle,copy_source_to_bundle_after_review,True,configs/verification_substrate_gap/template_leakage_audit.yaml,original_source,configs/template_leakage_audit.yaml,,True,7fda690a9de384d822b7ff4a453872330a5189106076aa694ad1a66ee1235dff,False,False,True,copy into reviewed supplement bundle or commit tracked source before release,preserves VSG substrate-gap claim boundary
reproducibility_config,copy_or_commit_required_before_supplement_bundle,copy_source_to_bundle_after_review,True,configs/verification_substrate_gap/surrogate_guided_rewrite_spoofing.yaml,original_source,configs/surrogate_guided_rewrite_spoofing.yaml,,True,eb427c209edaadd06d889e5c7ced471763d58ebf0ccb15661b84a27cffdc8b31,False,False,True,copy into reviewed supplement bundle or commit tracked source before release,preserves VSG substrate-gap claim boundary
reproducibility_tests,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,tests/verification_substrate_gap/test_claim_scope_linter.py,original_source,tests/test_claim_scope_linter.py,,True,12274bd9effdafb3452ca9af21b260277098a71b61be3bc2d30ca9786eab06b6,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
reproducibility_tests,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,tests/verification_substrate_gap/test_vsg_expert_packet_verifiers.py,original_source,tests/test_vsg_expert_packet_verifiers.py,,True,66f4603779d86f4dde991a164d135ebadb0dea15a65d9a5f2cb91a9066f5a70f,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
reproducibility_tests,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,tests/verification_substrate_gap/test_vsg_manuscript_prose_hardening.py,original_source,tests/test_vsg_manuscript_prose_hardening.py,,True,1f46d8512f93aaac2f6223087b172d98b1bc866736f0f49c18d4b85cbdd60781,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
reproducibility_tests,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,tests/verification_substrate_gap/test_public_text_verifier_stronger_baselines.py,original_source,tests/test_public_text_verifier_stronger_baselines.py,,True,56cbcd4d43e13466907ed48d7d993811ae5000d54f9ee6d60cbd42d93c55558a,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
reproducibility_tests,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,tests/verification_substrate_gap/test_public_predicate_attack_naturalness_audit.py,original_source,tests/test_public_predicate_attack_naturalness_audit.py,,True,2e39f82ea4b15d7bad5c554db0a871ecd6b059cf4474a30be19d694e63008219,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
state_and_scope_records,excluded_from_public_supplement,exclude_internal_record,False,,excluded,,,False,,False,False,False,none for public supplement,internal handoff/scope record excluded from public supplement
state_and_scope_records,excluded_from_public_supplement,exclude_internal_record,False,,excluded,,,False,,False,False,False,none for public supplement,internal handoff/scope record excluded from public supplement
state_and_scope_records,excluded_from_public_supplement,exclude_internal_record,False,,excluded,,,False,,False,False,False,none for public supplement,internal handoff/scope record excluded from public supplement
state_and_scope_records,excluded_from_public_supplement,exclude_internal_record,False,,excluded,,,False,,False,False,False,none for public supplement,internal handoff/scope record excluded from public supplement
