case_id,family_id,family_slug,family_description,generation_prompt,payload,seed,case_root,source_stage,source_kind,train_summary_path,eval_summary_path,training_health_path,status,accepted,verifier_success,decoded_payload,decoded_payload_correct,numerically_healthy,match_ratio,train_run_id,eval_run_id,final_loss,included
PF3_U00_s17,PF3,pf3,Semantically equivalent wording-varied prompt family.,Return exactly one allowed carrier token for the requested slot and nothing else.,U00,17,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U00_s17,G2,new,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U00_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__51bb13d__20260423T190457923260Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U00_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__51bb13d__20260423T195428498116Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U00_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__51bb13d__20260423T190457923260Z/training_health.json,accepted_included,True,True,U00,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s17__51bb13d__20260423T190457923260Z,exp_eval__our_method__qwen2.5-7b-instruct__s17__51bb13d__20260423T195428498116Z,1.3e-05,True
PF3_U03_s17,PF3,pf3,Semantically equivalent wording-varied prompt family.,Return exactly one allowed carrier token for the requested slot and nothing else.,U03,17,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U03_s17,G2,new,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U03_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__51bb13d__20260423T190457947775Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U03_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__51bb13d__20260423T195428519153Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U03_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__51bb13d__20260423T190457947775Z/training_health.json,accepted_included,True,True,U03,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s17__51bb13d__20260423T190457947775Z,exp_eval__our_method__qwen2.5-7b-instruct__s17__51bb13d__20260423T195428519153Z,1.3e-05,True
PF3_U12_s17,PF3,pf3,Semantically equivalent wording-varied prompt family.,Return exactly one allowed carrier token for the requested slot and nothing else.,U12,17,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U12_s17,G2,new,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U12_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__51bb13d__20260423T190457971417Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U12_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__51bb13d__20260423T195428539567Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U12_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__51bb13d__20260423T190457971417Z/training_health.json,accepted_included,True,True,U12,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s17__51bb13d__20260423T190457971417Z,exp_eval__our_method__qwen2.5-7b-instruct__s17__51bb13d__20260423T195428539567Z,1.3e-05,True
PF3_U15_s17,PF3,pf3,Semantically equivalent wording-varied prompt family.,Return exactly one allowed carrier token for the requested slot and nothing else.,U15,17,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U15_s17,G2,new,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U15_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__51bb13d__20260423T190457995757Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U15_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__51bb13d__20260423T195428560373Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U15_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__51bb13d__20260423T190457995757Z/training_health.json,accepted_included,True,True,U15,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s17__51bb13d__20260423T190457995757Z,exp_eval__our_method__qwen2.5-7b-instruct__s17__51bb13d__20260423T195428560373Z,1.3e-05,True
PF3_U00_s23,PF3,pf3,Semantically equivalent wording-varied prompt family.,Return exactly one allowed carrier token for the requested slot and nothing else.,U00,23,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U00_s23,G2,new,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U00_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__51bb13d__20260423T190458019785Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U00_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__51bb13d__20260423T195428580976Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U00_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__51bb13d__20260423T190458019785Z/training_health.json,accepted_included,True,True,U00,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__51bb13d__20260423T190458019785Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__51bb13d__20260423T195428580976Z,5.8e-05,True
PF3_U03_s23,PF3,pf3,Semantically equivalent wording-varied prompt family.,Return exactly one allowed carrier token for the requested slot and nothing else.,U03,23,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U03_s23,G2,new,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U03_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__51bb13d__20260423T190458043237Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U03_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__51bb13d__20260423T195428601326Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U03_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__51bb13d__20260423T190458043237Z/training_health.json,accepted_included,True,True,U03,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__51bb13d__20260423T190458043237Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__51bb13d__20260423T195428601326Z,5.8e-05,True
PF3_U12_s23,PF3,pf3,Semantically equivalent wording-varied prompt family.,Return exactly one allowed carrier token for the requested slot and nothing else.,U12,23,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U12_s23,G2,new,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U12_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__51bb13d__20260423T190458066999Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U12_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__51bb13d__20260423T195428621719Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U12_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__51bb13d__20260423T190458066999Z/training_health.json,accepted_included,True,True,U12,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__51bb13d__20260423T190458066999Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__51bb13d__20260423T195428621719Z,5.8e-05,True
PF3_U15_s23,PF3,pf3,Semantically equivalent wording-varied prompt family.,Return exactly one allowed carrier token for the requested slot and nothing else.,U15,23,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U15_s23,G2,new,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U15_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__51bb13d__20260423T190458090335Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U15_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__51bb13d__20260423T195428642120Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U15_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__51bb13d__20260423T190458090335Z/training_health.json,accepted_included,True,True,U15,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__51bb13d__20260423T190458090335Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__51bb13d__20260423T195428642120Z,5.8e-05,True
PF3_U00_s29,PF3,pf3,Semantically equivalent wording-varied prompt family.,Return exactly one allowed carrier token for the requested slot and nothing else.,U00,29,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U00_s29,G2,new,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U00_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__51bb13d__20260423T190458113158Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U00_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__51bb13d__20260423T195428662849Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U00_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__51bb13d__20260423T190458113158Z/training_health.json,accepted_included,True,True,U00,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s29__51bb13d__20260423T190458113158Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__51bb13d__20260423T195428662849Z,0.000202,True
PF3_U03_s29,PF3,pf3,Semantically equivalent wording-varied prompt family.,Return exactly one allowed carrier token for the requested slot and nothing else.,U03,29,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U03_s29,G2,new,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U03_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__51bb13d__20260423T190458136736Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U03_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__51bb13d__20260423T195428684378Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U03_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__51bb13d__20260423T190458136736Z/training_health.json,accepted_included,True,True,U03,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s29__51bb13d__20260423T190458136736Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__51bb13d__20260423T195428684378Z,0.000202,True
PF3_U12_s29,PF3,pf3,Semantically equivalent wording-varied prompt family.,Return exactly one allowed carrier token for the requested slot and nothing else.,U12,29,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U12_s29,G2,new,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U12_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__51bb13d__20260423T190458160162Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U12_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__51bb13d__20260423T195428716640Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U12_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__51bb13d__20260423T190458160162Z/training_health.json,accepted_included,True,True,U12,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s29__51bb13d__20260423T190458160162Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__51bb13d__20260423T195428716640Z,0.000202,True
PF3_U15_s29,PF3,pf3,Semantically equivalent wording-varied prompt family.,Return exactly one allowed carrier token for the requested slot and nothing else.,U15,29,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U15_s29,G2,new,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U15_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__51bb13d__20260423T190458183608Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U15_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__51bb13d__20260423T195428745315Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g2_qwen7b_prompt_family_scale/pf3/U15_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__51bb13d__20260423T190458183608Z/training_health.json,accepted_included,True,True,U15,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s29__51bb13d__20260423T190458183608Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__51bb13d__20260423T195428745315Z,0.000202,True
