run_id,case_id,variant_id,block_count,seed,payload,accepted,verifier_success,decoded_payload,expected_payload,decoded_block_count_correct,match_ratio,exact_slot_rate,bucket_correct_rate,parser_success,number_of_candidates,number_of_blocks_parsed,number_of_slots_expected,number_of_slots_decoded,number_of_slot_errors,number_of_symbol_errors,number_of_erasures,rs_decode_status,generated_text_path,eval_summary_path,train_summary_path,adapter_path,config_path,model_id,tokenizer_id,codebook_hash,payload_map_hash,train_contract_hash,eval_contract_hash,prompt_family_hash,field_order,bucket_partition_hash,rs_config_hash,generation_config_hash,adapter_checkpoint_hash,missing_hash_inputs,diagnostic_source,failure_reasons
exp_eval__our_method__qwen2.5-7b-instruct__s29__e1a9857__20260421T045010467146Z,B2_U12_s29,B2,2,29,U12,True,True,U12,U12,True,1.0,1.0,1.0,True,missing,2,4,4,0,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U12_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__e1a9857__20260421T032232417707Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U12_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__e1a9857__20260421T045010467146Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U12_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__e1a9857__20260421T032232417707Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U12_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__e1a9857__20260421T032232417707Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U12_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__e1a9857__20260421T045010467146Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,f596eb5b1aa93c5178cd0d4e080566752399143f2665e871b2f832ac23327900,2036038442085b3b41d885f98e94627a560dc4d72eced8b15ddbeedd64b36315,56c198f01a5b173ded6a1d3dd298f6f33c2640dbdd0ab136a19c0c6e4117265e,c09020fd75f3ed5ed7b9664abb4d97248ea7bb15ef8dbc321bdffc1f423ca456,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,d6cff29d5375af2a6df07fa91c8631349daf9c77e563f4d3fec08385ff71ced9,rs_config,run_files,
exp_eval__our_method__qwen2.5-7b-instruct__s29__73035dc__20260421T004320555566Z,B2_U15_s29,B2,2,29,U15,True,True,U15,U15,True,1.0,1.0,1.0,True,missing,2,4,4,0,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U15_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__73035dc__20260420T230423357094Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U15_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__73035dc__20260421T004320555566Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U15_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__73035dc__20260420T230423357094Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U15_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__73035dc__20260420T230423357094Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U15_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__73035dc__20260421T004320555566Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,f596eb5b1aa93c5178cd0d4e080566752399143f2665e871b2f832ac23327900,6cb08666d4420f53e07520dcfbc9c4ff4aaf0776f9b9914c4cd14e49840bae87,136acbb7525f67cce34b237c8a7164c79a1782d433091e74e1bb7a05f0933ce2,c09020fd75f3ed5ed7b9664abb4d97248ea7bb15ef8dbc321bdffc1f423ca456,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,64f7243039b8259568d986e63ff73e3ed2782a50a593f39b320a53937f04c38c,rs_config,run_files,
exp_eval__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T125430237795Z,B4_U00_s17,B4,4,17,U00,True,True,U00,U00,True,1.0,1.0,1.0,True,missing,4,8,8,0,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032046945102Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T125430237795Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032046945102Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032046945102Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T125430237795Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,3dbe09240b2ec3501867cfc7272b95770f076f37fb1d617387f49f48946fb558,e0f5fa3c25d0161cfcf13fe7b9fcc3e38630c40769dbd9c15d238e82f7fe6079,a4ddde7747b0560fea9237b8f8d3ec1fcb830730efa5c2249d56f15711d090fc,52467f746c346054b65cde66b56158c34f6242bea163b0f0fc3690c3b0f95e80,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,158c6f697cd33be788345338fcadcf7ad7ca6978853dcca11c52662b1477689f,rs_config,run_files,
exp_eval__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T125430259969Z,B4_U03_s17,B4,4,17,U03,True,True,U03,U03,True,1.0,1.0,1.0,True,missing,4,8,8,0,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032046969130Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T125430259969Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032046969130Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032046969130Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T125430259969Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,3dbe09240b2ec3501867cfc7272b95770f076f37fb1d617387f49f48946fb558,eb5e82741b163219c87251b41891b2b7995d1b1fde035bb22f862e1cf64a013f,101a0d60f6fa391cce21f90597051c4700bcb95d9244db52e7058b65bafec06c,52467f746c346054b65cde66b56158c34f6242bea163b0f0fc3690c3b0f95e80,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,14bda1a5521a3bbf9f69d495ddbb8715a79eb33474445117977f25b725391fd8,rs_config,run_files,
exp_eval__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T125430281283Z,B4_U12_s17,B4,4,17,U12,True,True,U12,U12,True,1.0,1.0,1.0,True,missing,4,8,8,0,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U12_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032046992499Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U12_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T125430281283Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U12_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032046992499Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U12_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032046992499Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U12_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T125430281283Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,3dbe09240b2ec3501867cfc7272b95770f076f37fb1d617387f49f48946fb558,024ec5a9414e975890c11db16d71ea960f247621b56daf1fc031c20a71a448da,b44b520ac3ac372e951c7b0cb8b5c5d8a2ec1c8e2ca2ddfc1eb3cd1bfd217864,52467f746c346054b65cde66b56158c34f6242bea163b0f0fc3690c3b0f95e80,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,cb8813f84872604c7ceb0b2e1076a325b1e17380e5cb1984207608e777edfdca,rs_config,run_files,
exp_eval__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T125430302597Z,B4_U15_s17,B4,4,17,U15,True,True,U15,U15,True,1.0,1.0,1.0,True,missing,4,8,8,0,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U15_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032047018703Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U15_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T125430302597Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U15_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032047018703Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U15_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032047018703Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U15_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T125430302597Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,3dbe09240b2ec3501867cfc7272b95770f076f37fb1d617387f49f48946fb558,2e49a12d809727032904986250ab81e400d1e0baa2c9d5aa9f7d9a08b94a4d1d,4895bdc6a2c128f57294f54e868b0b2a49a1f7d9da8945f76cbedbd379a0e9e2,52467f746c346054b65cde66b56158c34f6242bea163b0f0fc3690c3b0f95e80,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,45572a0b357feea583e5e2d2e7841357e426eae1ef2c64bfd8eddde9ce8c7398,rs_config,run_files,
exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430324051Z,B4_U00_s23,B4,4,23,U00,True,True,U00,U00,True,1.0,1.0,1.0,True,missing,4,8,8,0,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047042346Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430324051Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047042346Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047042346Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430324051Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,3dbe09240b2ec3501867cfc7272b95770f076f37fb1d617387f49f48946fb558,e0f5fa3c25d0161cfcf13fe7b9fcc3e38630c40769dbd9c15d238e82f7fe6079,a4ddde7747b0560fea9237b8f8d3ec1fcb830730efa5c2249d56f15711d090fc,52467f746c346054b65cde66b56158c34f6242bea163b0f0fc3690c3b0f95e80,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,420faa4ef0b45f4a78aa683d52cee089d30780695cf4a5fa760b762e6237e94d,rs_config,run_files,
exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430350437Z,B4_U03_s23,B4,4,23,U03,True,True,U03,U03,True,1.0,1.0,1.0,True,missing,4,8,8,0,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047066271Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430350437Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047066271Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047066271Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430350437Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,3dbe09240b2ec3501867cfc7272b95770f076f37fb1d617387f49f48946fb558,eb5e82741b163219c87251b41891b2b7995d1b1fde035bb22f862e1cf64a013f,101a0d60f6fa391cce21f90597051c4700bcb95d9244db52e7058b65bafec06c,52467f746c346054b65cde66b56158c34f6242bea163b0f0fc3690c3b0f95e80,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,c69eebf86b523bbeb0f19dadada52febb85bf55349990277a6552f62eb4fd73a,rs_config,run_files,
exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430381415Z,B4_U12_s23,B4,4,23,U12,True,True,U12,U12,True,1.0,1.0,1.0,True,missing,4,8,8,0,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U12_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047092806Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U12_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430381415Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U12_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047092806Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U12_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047092806Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U12_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430381415Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,3dbe09240b2ec3501867cfc7272b95770f076f37fb1d617387f49f48946fb558,024ec5a9414e975890c11db16d71ea960f247621b56daf1fc031c20a71a448da,b44b520ac3ac372e951c7b0cb8b5c5d8a2ec1c8e2ca2ddfc1eb3cd1bfd217864,52467f746c346054b65cde66b56158c34f6242bea163b0f0fc3690c3b0f95e80,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,56ed80a921d3e2d9a0a2fd0056b232a3952052aaf5c98f28485f90745c1225ac,rs_config,run_files,
exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430402549Z,B4_U15_s23,B4,4,23,U15,True,True,U15,U15,True,1.0,1.0,1.0,True,missing,4,8,8,0,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U15_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047115913Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U15_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430402549Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U15_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047115913Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U15_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047115913Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U15_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430402549Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,3dbe09240b2ec3501867cfc7272b95770f076f37fb1d617387f49f48946fb558,2e49a12d809727032904986250ab81e400d1e0baa2c9d5aa9f7d9a08b94a4d1d,4895bdc6a2c128f57294f54e868b0b2a49a1f7d9da8945f76cbedbd379a0e9e2,52467f746c346054b65cde66b56158c34f6242bea163b0f0fc3690c3b0f95e80,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,c2c97f18ec26f2d32ea76b56eb6199ca0567b6fc4863e647cfcbc8dcbcd8841b,rs_config,run_files,
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430422530Z,B4_U00_s29,B4,4,29,U00,False,False,,U00,True,0.75,0.75,0.75,True,missing,4,8,8,2,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032047139645Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430422530Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032047139645Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032047139645Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430422530Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,3dbe09240b2ec3501867cfc7272b95770f076f37fb1d617387f49f48946fb558,e0f5fa3c25d0161cfcf13fe7b9fcc3e38630c40769dbd9c15d238e82f7fe6079,a4ddde7747b0560fea9237b8f8d3ec1fcb830730efa5c2249d56f15711d090fc,52467f746c346054b65cde66b56158c34f6242bea163b0f0fc3690c3b0f95e80,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,279710cb3fed4c1da4b4bd41aa7d75998779b3ba1a5bf0ced41dbaf006a9dbff,rs_config,run_files,"accepted,verifier_success,decoded_payload_correct"
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430444839Z,B4_U03_s29,B4,4,29,U03,False,False,,U03,True,0.75,0.75,0.75,True,missing,4,8,8,2,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032047163351Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430444839Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032047163351Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032047163351Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430444839Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,3dbe09240b2ec3501867cfc7272b95770f076f37fb1d617387f49f48946fb558,eb5e82741b163219c87251b41891b2b7995d1b1fde035bb22f862e1cf64a013f,101a0d60f6fa391cce21f90597051c4700bcb95d9244db52e7058b65bafec06c,52467f746c346054b65cde66b56158c34f6242bea163b0f0fc3690c3b0f95e80,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,f97470f2f969d08b6fad906df49317a74809d67e134e52251e3aae2da6fdaba8,rs_config,run_files,"accepted,verifier_success,decoded_payload_correct"
