run_id,case_id,block_count,seed,payload,block_index,field_name,expected_bucket,decoded_bucket,expected_token,generated_token,slot_correct,bucket_correct,exact_token_correct,target_bucket_mass,target_token_probability,top_5_tokens,top_5_probs,margin_to_best_wrong_bucket,diagnostic_source
exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430381415Z,B4_U12_s23,4,23,U12,2,TOPIC,0,missing,market,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430381415Z,B4_U12_s23,4,23,U12,3,SECTION,3,missing,update,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430381415Z,B4_U12_s23,4,23,U12,3,TOPIC,0,missing,market,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430402549Z,B4_U15_s23,4,23,U15,0,SECTION,0,missing,news,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430402549Z,B4_U15_s23,4,23,U15,0,TOPIC,0,missing,market,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430402549Z,B4_U15_s23,4,23,U15,1,SECTION,0,missing,news,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430402549Z,B4_U15_s23,4,23,U15,1,TOPIC,0,missing,market,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430402549Z,B4_U15_s23,4,23,U15,2,SECTION,0,missing,news,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430402549Z,B4_U15_s23,4,23,U15,2,TOPIC,0,missing,market,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430402549Z,B4_U15_s23,4,23,U15,3,SECTION,3,missing,update,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430402549Z,B4_U15_s23,4,23,U15,3,TOPIC,3,missing,science,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430422530Z,B4_U00_s29,4,29,U00,0,SECTION,0,missing,news,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430422530Z,B4_U00_s29,4,29,U00,0,TOPIC,0,missing,market,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430422530Z,B4_U00_s29,4,29,U00,1,SECTION,0,missing,news,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430422530Z,B4_U00_s29,4,29,U00,1,TOPIC,0,missing,market,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430422530Z,B4_U00_s29,4,29,U00,2,SECTION,0,missing,news,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430422530Z,B4_U00_s29,4,29,U00,2,TOPIC,0,missing,market,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430422530Z,B4_U00_s29,4,29,U00,3,SECTION,0,missing,news,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430422530Z,B4_U00_s29,4,29,U00,3,TOPIC,0,missing,market,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430444839Z,B4_U03_s29,4,29,U03,0,SECTION,0,missing,news,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430444839Z,B4_U03_s29,4,29,U03,0,TOPIC,0,missing,market,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430444839Z,B4_U03_s29,4,29,U03,1,SECTION,0,missing,news,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430444839Z,B4_U03_s29,4,29,U03,1,TOPIC,0,missing,market,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430444839Z,B4_U03_s29,4,29,U03,2,SECTION,0,missing,news,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430444839Z,B4_U03_s29,4,29,U03,2,TOPIC,0,missing,market,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430444839Z,B4_U03_s29,4,29,U03,3,SECTION,0,missing,news,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430444839Z,B4_U03_s29,4,29,U03,3,TOPIC,3,missing,science,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430466204Z,B4_U12_s29,4,29,U12,0,SECTION,0,missing,news,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430466204Z,B4_U12_s29,4,29,U12,0,TOPIC,0,missing,market,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430466204Z,B4_U12_s29,4,29,U12,1,SECTION,0,missing,news,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430466204Z,B4_U12_s29,4,29,U12,1,TOPIC,0,missing,market,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430466204Z,B4_U12_s29,4,29,U12,2,SECTION,0,missing,news,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430466204Z,B4_U12_s29,4,29,U12,2,TOPIC,0,missing,market,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430466204Z,B4_U12_s29,4,29,U12,3,SECTION,3,missing,update,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430466204Z,B4_U12_s29,4,29,U12,3,TOPIC,0,missing,market,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430487137Z,B4_U15_s29,4,29,U15,0,SECTION,0,missing,news,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430487137Z,B4_U15_s29,4,29,U15,0,TOPIC,0,missing,market,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430487137Z,B4_U15_s29,4,29,U15,1,SECTION,0,missing,news,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430487137Z,B4_U15_s29,4,29,U15,1,TOPIC,0,missing,market,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430487137Z,B4_U15_s29,4,29,U15,2,SECTION,0,missing,news,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430487137Z,B4_U15_s29,4,29,U15,2,TOPIC,0,missing,market,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430487137Z,B4_U15_s29,4,29,U15,3,SECTION,3,missing,update,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430487137Z,B4_U15_s29,4,29,U15,3,TOPIC,3,missing,science,missing,missing,missing,missing,missing,missing,missing,missing,missing,expected_contract_only
