hp,variant,block_count,payload,seed,case_root,status,accepted,verifier_success,decoded_payload,decoded_payload_correct,match_ratio,accepted_under_exact_gate,accepted_under_rs_gate,slot_bucket_accuracy,symbol_error_count,erasure_count,final_loss,train_summary_path,eval_summary_path
hp05,b4,4,U09,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp05/b4/U09_s41,completed,True,True,U09,True,1.0,True,True,1.0,0,0,1.5e-05,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp05/b4/U09_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215412237560Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp05/b4/U09_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113901899105Z/eval_summary.json
hp05,b4,4,U13,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp05/b4/U13_s41,completed,True,True,U13,True,1.0,True,True,1.0,0,0,1.5e-05,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp05/b4/U13_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215412271861Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp05/b4/U13_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113901934048Z/eval_summary.json
hp06,b1,1,U01,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b1/U01_s41,completed,True,True,U01,True,1.0,True,True,1.0,0,0,3.7e-05,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b1/U01_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215412308012Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b1/U01_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113901969021Z/eval_summary.json
hp06,b1,1,U05,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b1/U05_s41,completed,True,True,U05,True,1.0,True,True,1.0,0,0,3.7e-05,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b1/U05_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215412344852Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b1/U05_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902002402Z/eval_summary.json
hp06,b1,1,U09,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b1/U09_s41,completed,True,True,U09,True,1.0,True,True,1.0,0,0,3.7e-05,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b1/U09_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215412379907Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b1/U09_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902036511Z/eval_summary.json
hp06,b1,1,U13,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b1/U13_s41,completed,True,True,U13,True,1.0,True,True,1.0,0,0,3.7e-05,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b1/U13_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215412415020Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b1/U13_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902069199Z/eval_summary.json
hp06,b4,4,U01,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b4/U01_s41,completed,True,True,U01,True,1.0,True,True,1.0,0,0,3e-05,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b4/U01_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215412450957Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b4/U01_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902101625Z/eval_summary.json
hp06,b4,4,U05,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b4/U05_s41,completed,True,True,U05,True,1.0,True,True,1.0,0,0,3e-05,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b4/U05_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215412486299Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b4/U05_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902134411Z/eval_summary.json
hp06,b4,4,U09,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b4/U09_s41,completed,True,True,U09,True,1.0,True,True,1.0,0,0,3e-05,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b4/U09_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215412521160Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b4/U09_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902173391Z/eval_summary.json
hp06,b4,4,U13,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b4/U13_s41,completed,True,True,U13,True,1.0,True,True,1.0,0,0,3e-05,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b4/U13_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215412554922Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp06/b4/U13_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902206740Z/eval_summary.json
hp07,b1,1,U01,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b1/U01_s41,completed,True,True,U01,True,1.0,True,True,1.0,0,0,1e-06,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b1/U01_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215412588653Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b1/U01_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902240793Z/eval_summary.json
hp07,b1,1,U05,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b1/U05_s41,completed,True,True,U05,True,1.0,True,True,1.0,0,0,1e-06,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b1/U05_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215412622555Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b1/U05_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902273620Z/eval_summary.json
hp07,b1,1,U09,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b1/U09_s41,completed,True,True,U09,True,1.0,True,True,1.0,0,0,1e-06,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b1/U09_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215412663032Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b1/U09_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902312981Z/eval_summary.json
hp07,b1,1,U13,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b1/U13_s41,completed,False,False,,False,0.5,False,False,0.5,1,0,1e-06,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b1/U13_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215412698444Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b1/U13_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902346964Z/eval_summary.json
hp07,b4,4,U01,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b4/U01_s41,completed,True,True,U01,True,1.0,True,True,1.0,0,0,2e-06,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b4/U01_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215412732706Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b4/U01_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902381726Z/eval_summary.json
hp07,b4,4,U05,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b4/U05_s41,completed,True,True,U05,True,1.0,True,True,1.0,0,0,2e-06,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b4/U05_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215412767658Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b4/U05_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902416916Z/eval_summary.json
hp07,b4,4,U09,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b4/U09_s41,completed,True,True,U09,True,1.0,True,True,1.0,0,0,2e-06,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b4/U09_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215412805592Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b4/U09_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902450849Z/eval_summary.json
hp07,b4,4,U13,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b4/U13_s41,completed,True,True,U13,True,1.0,True,True,1.0,0,0,2e-06,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b4/U13_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215412843618Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp07/b4/U13_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902484966Z/eval_summary.json
hp08,b1,1,U01,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b1/U01_s41,completed,True,True,U01,True,1.0,True,True,1.0,0,0,1e-05,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b1/U01_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215412879576Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b1/U01_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902518181Z/eval_summary.json
hp08,b1,1,U05,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b1/U05_s41,completed,True,True,U05,True,1.0,True,True,1.0,0,0,1e-05,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b1/U05_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215412917406Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b1/U05_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902553068Z/eval_summary.json
hp08,b1,1,U09,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b1/U09_s41,completed,True,True,U09,True,1.0,True,True,1.0,0,0,1e-05,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b1/U09_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215412952508Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b1/U09_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902587634Z/eval_summary.json
hp08,b1,1,U13,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b1/U13_s41,completed,True,True,U13,True,1.0,True,True,1.0,0,0,1e-05,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b1/U13_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215412987884Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b1/U13_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902620582Z/eval_summary.json
hp08,b4,4,U01,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b4/U01_s41,completed,True,True,U01,True,1.0,True,True,1.0,0,0,3e-06,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b4/U01_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215413022134Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b4/U01_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902654231Z/eval_summary.json
hp08,b4,4,U05,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b4/U05_s41,completed,True,True,U05,True,1.0,True,True,1.0,0,0,3e-06,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b4/U05_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215413058510Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b4/U05_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902688703Z/eval_summary.json
hp08,b4,4,U09,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b4/U09_s41,completed,True,True,U09,True,1.0,True,True,1.0,0,0,3e-06,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b4/U09_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215413091873Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b4/U09_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902723302Z/eval_summary.json
hp08,b4,4,U13,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b4/U13_s41,completed,True,True,U13,True,1.0,True,True,1.0,0,0,3e-06,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b4/U13_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215413126178Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp08/b4/U13_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902758934Z/eval_summary.json
hp09,b1,1,U01,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b1/U01_s41,completed,True,True,U01,True,1.0,True,True,1.0,0,0,0.000115,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b1/U01_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215413161705Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b1/U01_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902791431Z/eval_summary.json
hp09,b1,1,U05,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b1/U05_s41,completed,True,True,U05,True,1.0,True,True,1.0,0,0,0.000115,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b1/U05_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215413200126Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b1/U05_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902824628Z/eval_summary.json
hp09,b1,1,U09,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b1/U09_s41,completed,True,True,U09,True,1.0,True,True,1.0,0,0,0.000115,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b1/U09_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215413234909Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b1/U09_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902858661Z/eval_summary.json
hp09,b1,1,U13,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b1/U13_s41,completed,True,True,U13,True,1.0,True,True,1.0,0,0,0.000115,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b1/U13_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215413269253Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b1/U13_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902892571Z/eval_summary.json
hp09,b4,4,U01,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b4/U01_s41,completed,False,False,,False,0.875,False,False,0.875,1,0,1.4e-05,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b4/U01_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215413303543Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b4/U01_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902925128Z/eval_summary.json
hp09,b4,4,U05,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b4/U05_s41,completed,False,False,,False,0.75,False,False,0.75,1,0,1.4e-05,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b4/U05_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215413342154Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b4/U05_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902959375Z/eval_summary.json
hp09,b4,4,U09,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b4/U09_s41,completed,False,False,,False,0.75,False,False,0.75,1,0,1.4e-05,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b4/U09_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215413377249Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b4/U09_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113902993797Z/eval_summary.json
hp09,b4,4,U13,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b4/U13_s41,completed,False,False,,False,0.75,False,False,0.75,1,0,1.4e-05,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b4/U13_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215413410959Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp09/b4/U13_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113903026953Z/eval_summary.json
hp10,b1,1,U01,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp10/b1/U01_s41,completed,True,True,U01,True,1.0,True,True,1.0,0,0,1.9e-05,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp10/b1/U01_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215413446704Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp10/b1/U01_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113903060325Z/eval_summary.json
hp10,b1,1,U05,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp10/b1/U05_s41,completed,True,True,U05,True,1.0,True,True,1.0,0,0,1.9e-05,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp10/b1/U05_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215413481572Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp10/b1/U05_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113903094383Z/eval_summary.json
hp10,b1,1,U09,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp10/b1/U09_s41,completed,True,True,U09,True,1.0,True,True,1.0,0,0,1.9e-05,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp10/b1/U09_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215413519282Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp10/b1/U09_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113903127501Z/eval_summary.json
hp10,b1,1,U13,41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp10/b1/U13_s41,completed,True,True,U13,True,1.0,True,True,1.0,0,0,1.9e-05,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp10/b1/U13_s41/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260424T215413554512Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale_v2/pilot/hp10/b1/U13_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__d1cd33b__20260425T113903161391Z/eval_summary.json
