case_id,payload,seed,query_budget,matched_budget_status,status,valid_completed,success,method_failure,pending,accepted,verifier_success,decoded_payload,exact_response_match_ratio,top_k_response_match_ratio,exact_response_match_count,top_k_response_match_count,threshold,expected_response_probability_mean,expected_response_probability_min,base_response_probability_mean,eval_compute_seconds,model_forward_count,contract_hash_status,baseline_contract_hash,failure_reason,case_root,eval_summary_path
perinucleus-official-q10-u12-s17,U12,17,10,over_budget_diagnostic,completed,True,True,False,False,True,True,U12,1.0,1.0,10,10,1.0,0.9999935030937195,0.9999806880950928,0.027927123903646135,9.932582139968872,10,match,9948f63ffce5c9bf4f0659252e2fe50f9b6837bb7a58f510cc122eecc1ce1dff,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U12_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U12_s17/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s17__05f62b9__20260430T042141535236Z/eval_summary.json
perinucleus-official-q10-u15-s17,U15,17,10,over_budget_diagnostic,completed,True,True,False,False,True,True,U15,1.0,1.0,10,10,1.0,0.9999880790710449,0.9999781847000122,0.0242440179688856,10.434117794036865,10,match,66ae5cdcfae3c95fee794fe129c9e2ea1f2e2d37168de2bcb4a009c4b374b875,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U15_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U15_s17/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s17__05f62b9__20260430T042141566399Z/eval_summary.json
perinucleus-official-q10-u00-s23,U00,23,10,over_budget_diagnostic,completed,True,True,False,False,True,True,U00,1.0,1.0,10,10,1.0,0.9999860644340515,0.9999597072601318,0.030268911214079708,9.9678635597229,10,match,3fabcc6fbbeb33fe1c2c800b594737013f704305f2841f6bdc65ce9bdb2cb531,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U00_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U00_s23/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s23__05f62b9__20260430T042141596946Z/eval_summary.json
perinucleus-official-q10-u03-s23,U03,23,10,over_budget_diagnostic,completed,True,True,False,False,True,True,U03,1.0,1.0,10,10,1.0,0.9999909281730652,0.9999774694442749,0.015591463900636881,10.413127899169922,10,match,ad64fb9c366bc900237fd9130422ba524fa17fbbf1bba2337cc5373a31f34dc7,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U03_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U03_s23/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s23__05f62b9__20260430T042141623705Z/eval_summary.json
perinucleus-official-q10-u12-s23,U12,23,10,over_budget_diagnostic,completed,True,True,False,False,True,True,U12,1.0,1.0,10,10,1.0,0.9999842286109925,0.9999240636825562,0.021742231195094063,10.574077844619751,10,match,e6d2c228c65bc6e056d40d471a58d711bbae40ae86a7d1d2d28f612c6d526e87,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U12_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U12_s23/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s23__05f62b9__20260430T042141649138Z/eval_summary.json
perinucleus-official-q10-u15-s23,U15,23,10,over_budget_diagnostic,completed,True,True,False,False,True,True,U15,1.0,1.0,10,10,1.0,0.9999923229217529,0.9999791383743286,0.03128835712559521,10.589123964309692,10,match,9e5d337dcc173cedc6b10d2a27302576923fd76bf1d02c4bcc2ed62651590124,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U15_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U15_s23/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s23__05f62b9__20260430T042141675217Z/eval_summary.json
perinucleus-official-q10-u00-s29,U00,29,10,over_budget_diagnostic,completed,True,True,False,False,True,True,U00,1.0,1.0,10,10,1.0,0.9999907732009887,0.9999791383743286,0.031113511696457864,10.32303786277771,10,match,4c2a56b4b47d6e4574c82b131e7b16bd1f1bfab24a5349b3262ee9f2b361d5b6,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U00_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U00_s29/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s29__05f62b9__20260430T042141705431Z/eval_summary.json
perinucleus-official-q10-u03-s29,U03,29,10,over_budget_diagnostic,completed,True,True,False,False,True,True,U03,1.0,1.0,10,10,1.0,0.9999938488006592,0.9999806880950928,0.02483292346150847,10.952996730804443,10,match,dcb34852b72cd25f66b98480ca0fc7ce5d81ab08a743c9e869a547688a17ef2f,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U03_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U03_s29/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s29__05f62b9__20260430T042141731700Z/eval_summary.json
perinucleus-official-q10-u12-s29,U12,29,10,over_budget_diagnostic,completed,True,True,False,False,True,True,U12,1.0,1.0,10,10,1.0,0.9999889731407166,0.9999759197235107,0.020038451648724732,10.502669095993042,10,match,4d574182c9ae9a9513add9f541f80d7ac1afdea6cb6179eb2f0aeda4fd9530cf,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U12_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U12_s29/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s29__05f62b9__20260430T042141758721Z/eval_summary.json
perinucleus-official-q10-u15-s29,U15,29,10,over_budget_diagnostic,completed,True,True,False,False,True,True,U15,1.0,1.0,10,10,1.0,0.9999897241592407,0.9999597072601318,0.022367090557236225,9.743490934371948,10,match,53118fd4f2dc293990f4181a2fbc0f681f8af15188553dbfdb96ec69ee5b99cd,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U15_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U15_s29/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s29__05f62b9__20260430T042141788830Z/eval_summary.json
