prompt_index,prompt_id,coordination_domain,prompt_text
107,r4_cover_dev_724d0b6e6f857172b9b0,True,"Describe a planning approach for a volunteer group working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
108,r4_cover_dev_143f882de8aafb5686ba,True,"Describe how to troubleshoot common issues for a volunteer group working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
109,r4_cover_dev_b65f83f57cab8ed49aa0,True,"Give a natural quality-and-safety checklist for a volunteer group working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
110,r4_cover_dev_d572a84a079746d3e59f,False,"Give practical advice for a volunteer group working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
111,r4_cover_dev_33be66b2fd2489edf447,False,"Explain a practical approach for a volunteer group working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
112,r4_cover_dev_a0edfe70ea90bbabbe48,False,"Give maintenance guidance for a volunteer group working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
113,r4_cover_dev_afd815a492b5c37ebc83,False,"Describe a planning approach for a volunteer group working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
114,r4_cover_dev_c8be059a10a87ef9565f,False,"Describe how to troubleshoot common issues for a volunteer group working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
115,r4_cover_dev_9df0d7b0d72ad5c58dd0,False,"Give a natural quality-and-safety checklist for a volunteer group working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
116,r4_cover_dev_f1b09657372233c31c07,False,"Give practical advice for a volunteer group working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
117,r4_cover_dev_6614d5394c5726c82906,False,"Explain a practical approach for a volunteer group working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
118,r4_cover_dev_b0881af9815b558ed81f,False,"Give maintenance guidance for a volunteer group working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
119,r4_cover_dev_67cfe0ff5cfae30172ef,False,"Describe a planning approach for a volunteer group working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
120,r4_cover_dev_94a95f81040ee72cd17a,False,"Describe how to troubleshoot common issues for a volunteer group working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
121,r4_cover_dev_37932345195e95541dd3,False,"Give a natural quality-and-safety checklist for a volunteer group working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
122,r4_cover_dev_49a6730a9ed4b8ff1921,False,"Give practical advice for a volunteer group working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
123,r4_cover_dev_ef9b0d131907eb631509,False,"Explain a practical approach for a volunteer group working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
124,r4_cover_dev_7026bfc6d19a9d31b916,False,"Give maintenance guidance for a volunteer group working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
125,r4_cover_dev_a1f290ddde78feab1512,False,"Describe a planning approach for a volunteer group working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
126,r4_cover_dev_4b051f7d937ac10f34e3,False,"Describe how to troubleshoot common issues for a volunteer group working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
127,r4_cover_dev_9929ecd928353a84b58f,False,"Give a natural quality-and-safety checklist for a volunteer group working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
128,r4_cover_dev_44b25b3890c397bd2f3a,False,"Give practical advice for a volunteer group working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
129,r4_cover_dev_4ae56b046669a975f60a,False,"Explain a practical approach for a volunteer group working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
130,r4_cover_dev_0e27271b35d1c60010ba,False,"Give maintenance guidance for a volunteer group working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
131,r4_cover_dev_6cc87acb1a3de47da374,False,"Describe a planning approach for a volunteer group working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
132,r4_cover_dev_da9d89ba4b409717d34d,False,"Describe how to troubleshoot common issues for a volunteer group working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
133,r4_cover_dev_cacf93b0bfa92d3a102d,False,"Give a natural quality-and-safety checklist for a volunteer group working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
134,r4_cover_dev_6cefbed05705096a3810,False,"Give practical advice for a volunteer group working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
135,r4_cover_dev_6bcb81fa3107b66205ff,False,"Explain a practical approach for a volunteer group working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
136,r4_cover_dev_02093674df12f91dc2b9,False,"Give maintenance guidance for a volunteer group working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
137,r4_cover_dev_0e63c6f84661d428f7c9,False,"Describe a planning approach for a volunteer group working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
138,r4_cover_dev_5bdf76c6f09e0557d0da,False,"Describe how to troubleshoot common issues for a volunteer group working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
139,r4_cover_dev_23859ec9bdee1f3af9d4,False,"Give a natural quality-and-safety checklist for a volunteer group working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
140,r4_cover_dev_b00f3b12008483fda72c,True,"Give practical advice for a student club working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
141,r4_cover_dev_0b91c897877898dd9bc3,True,"Explain a practical approach for a student club working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
142,r4_cover_dev_989cd3c8989f1ec2e04d,True,"Give maintenance guidance for a student club working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
143,r4_cover_dev_3d5c6a8e3c273ed3284f,True,"Describe a planning approach for a student club working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
144,r4_cover_dev_f2b65c19a45050ade610,True,"Describe how to troubleshoot common issues for a student club working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
145,r4_cover_dev_885f9da2c5bd734c3a94,True,"Give a natural quality-and-safety checklist for a student club working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
146,r4_cover_dev_5680e4dd7faedc6c54f7,False,"Give practical advice for a student club working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
147,r4_cover_dev_df1578cba540873a2076,False,"Explain a practical approach for a student club working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
148,r4_cover_dev_8007c855a07c1b75361f,False,"Give maintenance guidance for a student club working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
149,r4_cover_dev_1314307fc6f4f80219ff,False,"Describe a planning approach for a student club working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
150,r4_cover_dev_5a9dc0b57d8739928228,False,"Describe how to troubleshoot common issues for a student club working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
151,r4_cover_dev_4aad8542f463633b3c87,False,"Give a natural quality-and-safety checklist for a student club working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
152,r4_cover_dev_2c22bc187bb406dcad37,False,"Give practical advice for a student club working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
153,r4_cover_dev_dcaa7d7fcd394d713a58,False,"Explain a practical approach for a student club working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
154,r4_cover_dev_640bd4a6771af714b5f2,False,"Give maintenance guidance for a student club working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
155,r4_cover_dev_4105286d35c35a01a63f,False,"Describe a planning approach for a student club working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
156,r4_cover_dev_9e65dcd41db9be999367,False,"Describe how to troubleshoot common issues for a student club working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
157,r4_cover_dev_c2a2a057817b5d43fe60,False,"Give a natural quality-and-safety checklist for a student club working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
158,r4_cover_dev_a20f619249ae3e3e5fca,False,"Give practical advice for a student club working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
159,r4_cover_dev_540b62d02d88b5bcfa63,False,"Explain a practical approach for a student club working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
160,r4_cover_dev_cd4b5289b192664d439c,False,"Give maintenance guidance for a student club working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
161,r4_cover_dev_53ca6b39a5122af741e1,False,"Describe a planning approach for a student club working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
162,r4_cover_dev_8c1b778707487485b68f,False,"Describe how to troubleshoot common issues for a student club working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
163,r4_cover_dev_237a74f9edb3af9b3de7,False,"Give a natural quality-and-safety checklist for a student club working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
164,r4_cover_dev_40c5676b9285b35a8be4,False,"Give practical advice for a student club working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
165,r4_cover_dev_709c1c7e2fa74c15625d,False,"Explain a practical approach for a student club working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
166,r4_cover_dev_1f90d29c3b691b01a783,False,"Give maintenance guidance for a student club working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
167,r4_cover_dev_8662370a8b00b91249dd,False,"Describe a planning approach for a student club working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
168,r4_cover_dev_df111ed11fc98703f903,False,"Describe how to troubleshoot common issues for a student club working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
169,r4_cover_dev_0f0d26ce0ec99acd8bbc,False,"Give a natural quality-and-safety checklist for a student club working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
170,r4_cover_dev_b511b29457db260b9987,False,"Give practical advice for a student club working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
171,r4_cover_dev_b9133abf3ee546837510,False,"Explain a practical approach for a student club working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
172,r4_cover_dev_eabb5d72024e620dabac,False,"Give maintenance guidance for a student club working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
173,r4_cover_dev_f1a7859b4562f17589b1,False,"Describe a planning approach for a student club working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
174,r4_cover_dev_e950b9d4970ceceb417a,False,"Describe how to troubleshoot common issues for a student club working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
175,r4_cover_dev_234d010aa1bf5926622c,False,"Give a natural quality-and-safety checklist for a student club working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
176,r4_cover_dev_764d0d22ee3feb983dc3,True,"Give practical advice for a small office working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
177,r4_cover_dev_69146b60af6482c4ed8b,True,"Explain a practical approach for a small office working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
178,r4_cover_dev_8e12415b23f857ec1f21,True,"Give maintenance guidance for a small office working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
179,r4_cover_dev_d0b050de038a5631b746,True,"Describe a planning approach for a small office working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
180,r4_cover_dev_f2e9396005723f903569,True,"Describe how to troubleshoot common issues for a small office working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
181,r4_cover_dev_6609a47865c91dac30ba,True,"Give a natural quality-and-safety checklist for a small office working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
182,r4_cover_dev_b00f49b3c4dd05420944,False,"Give practical advice for a small office working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
183,r4_cover_dev_24cfcf6f44d71140a837,False,"Explain a practical approach for a small office working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
184,r4_cover_dev_0fb6d7d4089e50d6df30,False,"Give maintenance guidance for a small office working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
185,r4_cover_dev_3f8ae9885b7f745c3936,False,"Describe a planning approach for a small office working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
186,r4_cover_dev_3058425edf00e10d77c6,False,"Describe how to troubleshoot common issues for a small office working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
187,r4_cover_dev_37743cd4cc38f67589fd,False,"Give a natural quality-and-safety checklist for a small office working on household planning, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
188,r4_cover_dev_86dd34375d78d0be3935,False,"Give practical advice for a small office working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
189,r4_cover_dev_71bac98369f5bd37bf8c,False,"Explain a practical approach for a small office working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
190,r4_cover_dev_0de2a6e6543b5a2dbc33,False,"Give maintenance guidance for a small office working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
191,r4_cover_dev_b801c8bbe338f7313453,False,"Describe a planning approach for a small office working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
192,r4_cover_dev_0e759c300afa1630a4aa,False,"Describe how to troubleshoot common issues for a small office working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
193,r4_cover_dev_d114fad15c6bbaa0788d,False,"Give a natural quality-and-safety checklist for a small office working on small office maintenance, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
194,r4_cover_dev_84a65092e6a77e325bf9,False,"Give practical advice for a small office working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
195,r4_cover_dev_321317db100c8723dca7,False,"Explain a practical approach for a small office working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
196,r4_cover_dev_21ba37059d26b39993ae,False,"Give maintenance guidance for a small office working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
197,r4_cover_dev_641752478b45de2128e6,False,"Describe a planning approach for a small office working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
198,r4_cover_dev_d3e2fe2a53d731f0d6e4,False,"Describe how to troubleshoot common issues for a small office working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
199,r4_cover_dev_1350252a109ce90389a3,False,"Give a natural quality-and-safety checklist for a small office working on study routine, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
200,r4_cover_dev_df5c97d57e38cf78e187,False,"Give practical advice for a small office working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
201,r4_cover_dev_b753c2c89c1b5331e909,False,"Explain a practical approach for a small office working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
202,r4_cover_dev_9009b25a4f2cbae367ff,False,"Give maintenance guidance for a small office working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
203,r4_cover_dev_b9a7ee776d452e6750dd,False,"Describe a planning approach for a small office working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
204,r4_cover_dev_a20de1574480a07c12bf,False,"Describe how to troubleshoot common issues for a small office working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
205,r4_cover_dev_2046daed57a08e3539ae,False,"Give a natural quality-and-safety checklist for a small office working on community event preparation, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
206,r4_cover_dev_9b3f97b6bfd90a2c48a1,False,"Give practical advice for a small office working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
207,r4_cover_dev_8cab8449d1264b0a69f7,False,"Explain a practical approach for a small office working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
208,r4_cover_dev_e628e93f2460e8db0bf9,False,"Give maintenance guidance for a small office working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
209,r4_cover_dev_7e31c616f7cce83a1aa3,False,"Describe a planning approach for a small office working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
210,r4_cover_dev_d47a172c74e83b8ae3b0,False,"Describe how to troubleshoot common issues for a small office working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
211,r4_cover_dev_23cd7760448f67b17880,False,"Give a natural quality-and-safety checklist for a small office working on shared kitchen organization, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
212,r4_cover_dev_02f09647c0d79d968f8c,True,"Give practical advice for a local committee working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
213,r4_cover_dev_92ffab42461c805865dd,True,"Explain a practical approach for a local committee working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
214,r4_cover_dev_ea53d8adee26f81cba20,True,"Give maintenance guidance for a local committee working on volunteer coordination, with emphasis on using plain language. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
