entry_id,artifact_group,source_path,source_sha256,candidate_bundle_path,planned_supplement_path,target_parent_dir,mkdir_command,copy_command,verify_sha256_command,source_exists,target_exists_now,ready_for_future_copy_after_review,execution_status,claim_scope_guard
PSP-027,figure_data,results/verification_substrate_gap/paper_figure_data_20260530/template_leakage_summary.csv,4b2b8647896ba452d4846df2220f4e9a7128523f92e069a6ca325db0170514a8,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/template_leakage_summary.csv,evidence/figure_data/template_leakage_summary.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data,cp -p results/verification_substrate_gap/paper_figure_data_20260530/template_leakage_summary.csv results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/template_leakage_summary.csv,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/template_leakage_summary.csv')
expected = '4b2b8647896ba452d4846df2220f4e9a7128523f92e069a6ca325db0170514a8'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-028,figure_data,results/verification_substrate_gap/paper_figure_data_20260530/attack_ladder_summary.csv,b1774c7f683ada8f4735c2134c9054fa96c9a68aca160922abfa2afbd5a2da99,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/attack_ladder_summary.csv,evidence/figure_data/attack_ladder_summary.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data,cp -p results/verification_substrate_gap/paper_figure_data_20260530/attack_ladder_summary.csv results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/attack_ladder_summary.csv,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/attack_ladder_summary.csv')
expected = 'b1774c7f683ada8f4735c2134c9054fa96c9a68aca160922abfa2afbd5a2da99'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-029,figure_data,results/verification_substrate_gap/paper_figure_data_20260530/ownership_scenario_heatmap.csv,4b628519e2b8ef1eaaea471978cda15f98879d274020334b324ea9e087b69f77,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/ownership_scenario_heatmap.csv,evidence/figure_data/ownership_scenario_heatmap.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data,cp -p results/verification_substrate_gap/paper_figure_data_20260530/ownership_scenario_heatmap.csv results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/ownership_scenario_heatmap.csv,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/ownership_scenario_heatmap.csv')
expected = '4b628519e2b8ef1eaaea471978cda15f98879d274020334b324ea9e087b69f77'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-030,figure_data,results/verification_substrate_gap/paper_figure_data_20260530/claim_ledger.csv,d7e2902360276c570ba65892d4b7db222cd456ee7fecca992bc6b4317b231ad9,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/claim_ledger.csv,evidence/figure_data/claim_ledger.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data,cp -p results/verification_substrate_gap/paper_figure_data_20260530/claim_ledger.csv results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/claim_ledger.csv,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/claim_ledger.csv')
expected = 'd7e2902360276c570ba65892d4b7db222cd456ee7fecca992bc6b4317b231ad9'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-031,figure_data,results/verification_substrate_gap/paper_figure_data_20260530/figure_data_summary.json,adff4ae4c8832dcc3634053789f925191a4c55cb66155335ba36ab07364ae878,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/figure_data_summary.json,evidence/figure_data/figure_data_summary.json,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data,cp -p results/verification_substrate_gap/paper_figure_data_20260530/figure_data_summary.json results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/figure_data_summary.json,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/figure_data_summary.json')
expected = 'adff4ae4c8832dcc3634053789f925191a4c55cb66155335ba36ab07364ae878'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-032,figure_data,results/verification_substrate_gap/paper_figure_data_20260530/figure_data_manifest.json,e852ac823131ac2e4f607397eb23acff46a182cf2e6f76c9ab5e76b3ec944e77,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/figure_data_manifest.json,evidence/figure_data/figure_data_manifest.json,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data,cp -p results/verification_substrate_gap/paper_figure_data_20260530/figure_data_manifest.json results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/figure_data_manifest.json,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/figure_data_manifest.json')
expected = 'e852ac823131ac2e4f607397eb23acff46a182cf2e6f76c9ab5e76b3ec944e77'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-037,public_text_verifier_baselines,results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_results.csv,338643559be5c2727ef20a8358b43e75c2c2ac4bc2fb6887980da4de623661e1,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines/public_text_verifier_results.csv,evidence/public_text_verifier_baselines/public_text_verifier_results.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines,cp -p results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_results.csv results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines/public_text_verifier_results.csv,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines/public_text_verifier_results.csv')
expected = '338643559be5c2727ef20a8358b43e75c2c2ac4bc2fb6887980da4de623661e1'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-038,public_text_verifier_baselines,results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_block_scores.csv,1428a4bfe5b71709bf0852738dc30bd8e7fa5a780d8ccba8ae714ab1ae28d0ad,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines/public_text_verifier_block_scores.csv,evidence/public_text_verifier_baselines/public_text_verifier_block_scores.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines,cp -p results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_block_scores.csv results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines/public_text_verifier_block_scores.csv,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines/public_text_verifier_block_scores.csv')
expected = '1428a4bfe5b71709bf0852738dc30bd8e7fa5a780d8ccba8ae714ab1ae28d0ad'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-039,public_text_verifier_baselines,results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_summary.json,aac44b890822b893de4961e14b86de3a689a9ef19a4a40627dd567082de84fcb,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines/public_text_verifier_summary.json,evidence/public_text_verifier_baselines/public_text_verifier_summary.json,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines,cp -p results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_summary.json results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines/public_text_verifier_summary.json,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines/public_text_verifier_summary.json')
expected = 'aac44b890822b893de4961e14b86de3a689a9ef19a4a40627dd567082de84fcb'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-040,public_text_verifier_baselines,results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_report.md,7764ab1010144441d7840dde88da2df322af1f80a1ccbe87da94555bded24e4a,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines/public_text_verifier_report.md,evidence/public_text_verifier_baselines/public_text_verifier_report.md,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines,cp -p results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_report.md results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines/public_text_verifier_report.md,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines/public_text_verifier_report.md')
expected = '7764ab1010144441d7840dde88da2df322af1f80a1ccbe87da94555bded24e4a'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-046,attack_naturalness_proxy_audit,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_rows.csv,ac24d6063bf84062a7171c9268881328cd2b331b31435c948996acc6f3392534,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy/attack_naturalness_proxy_rows.csv,evidence/attack_naturalness_proxy/attack_naturalness_proxy_rows.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy,cp -p results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_rows.csv results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy/attack_naturalness_proxy_rows.csv,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy/attack_naturalness_proxy_rows.csv')
expected = 'ac24d6063bf84062a7171c9268881328cd2b331b31435c948996acc6f3392534'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-047,attack_naturalness_proxy_audit,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_by_group.csv,b6a7e74bc8b827ac926fc52934f8b4d6046fab1dd9e40b7eb8b690a431375504,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy/attack_naturalness_proxy_by_group.csv,evidence/attack_naturalness_proxy/attack_naturalness_proxy_by_group.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy,cp -p results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_by_group.csv results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy/attack_naturalness_proxy_by_group.csv,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy/attack_naturalness_proxy_by_group.csv')
expected = 'b6a7e74bc8b827ac926fc52934f8b4d6046fab1dd9e40b7eb8b690a431375504'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-048,attack_naturalness_proxy_audit,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_summary.json,bd051b53cf4fed617f866316da5dfa5db6f1d101393893fffe4ec6180845069b,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy/attack_naturalness_proxy_summary.json,evidence/attack_naturalness_proxy/attack_naturalness_proxy_summary.json,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy,cp -p results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_summary.json results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy/attack_naturalness_proxy_summary.json,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy/attack_naturalness_proxy_summary.json')
expected = 'bd051b53cf4fed617f866316da5dfa5db6f1d101393893fffe4ec6180845069b'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-049,attack_naturalness_proxy_audit,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_report.md,394411ea1424c2e7217635ff0963c0517cd75b5672c6417fdaa6d0246aac2ee4,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy/attack_naturalness_proxy_report.md,evidence/attack_naturalness_proxy/attack_naturalness_proxy_report.md,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy,cp -p results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_report.md results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy/attack_naturalness_proxy_report.md,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy/attack_naturalness_proxy_report.md')
expected = '394411ea1424c2e7217635ff0963c0517cd75b5672c6417fdaa6d0246aac2ee4'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-054,substrate_matrix,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix.csv,b2a341fadc5a9429d06a7b331582e64cbeabdd3be26d4665411a9f68c5add406,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/substrate_matrix/substrate_gap_matrix.csv,evidence/substrate_matrix/substrate_gap_matrix.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/substrate_matrix,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/substrate_matrix,cp -p results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix.csv results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/substrate_matrix/substrate_gap_matrix.csv,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/substrate_matrix/substrate_gap_matrix.csv')
expected = 'b2a341fadc5a9429d06a7b331582e64cbeabdd3be26d4665411a9f68c5add406'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-055,substrate_matrix,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix_summary.json,4ac9a865a6dddf8c33af91251b016ffd94b6395f1b808ff1d1dc72477b3ef412,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/substrate_matrix/substrate_gap_matrix_summary.json,evidence/substrate_matrix/substrate_gap_matrix_summary.json,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/substrate_matrix,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/substrate_matrix,cp -p results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix_summary.json results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/substrate_matrix/substrate_gap_matrix_summary.json,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/substrate_matrix/substrate_gap_matrix_summary.json')
expected = '4ac9a865a6dddf8c33af91251b016ffd94b6395f1b808ff1d1dc72477b3ef412'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-056,substrate_matrix,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix.md,d9298e50a298cbe56c08f8b366702d54de6f8c49f7d23517771b41a3460c2c21,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/substrate_matrix/substrate_gap_matrix.md,evidence/substrate_matrix/substrate_gap_matrix.md,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/substrate_matrix,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/substrate_matrix,cp -p results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix.md results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/substrate_matrix/substrate_gap_matrix.md,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/substrate_matrix/substrate_gap_matrix.md')
expected = 'd9298e50a298cbe56c08f8b366702d54de6f8c49f7d23517771b41a3460c2c21'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-057,ownership_stress_test,results/verification_substrate_gap/paper_figure_data_20260530/ownership_scenario_heatmap.csv,4b628519e2b8ef1eaaea471978cda15f98879d274020334b324ea9e087b69f77,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/ownership_stress_test/ownership_scenario_heatmap.csv,evidence/ownership_stress_test/ownership_scenario_heatmap.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/ownership_stress_test,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/ownership_stress_test,cp -p results/verification_substrate_gap/paper_figure_data_20260530/ownership_scenario_heatmap.csv results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/ownership_stress_test/ownership_scenario_heatmap.csv,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/ownership_stress_test/ownership_scenario_heatmap.csv')
expected = '4b628519e2b8ef1eaaea471978cda15f98879d274020334b324ea9e087b69f77'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-058,ownership_stress_test,results/verification_substrate_gap/paper_figure_data_20260530/figure_data_summary.json,adff4ae4c8832dcc3634053789f925191a4c55cb66155335ba36ab07364ae878,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/ownership_stress_test/figure_data_summary.json,evidence/ownership_stress_test/figure_data_summary.json,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/ownership_stress_test,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/ownership_stress_test,cp -p results/verification_substrate_gap/paper_figure_data_20260530/figure_data_summary.json results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/ownership_stress_test/figure_data_summary.json,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/ownership_stress_test/figure_data_summary.json')
expected = 'adff4ae4c8832dcc3634053789f925191a4c55cb66155335ba36ab07364ae878'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-059,reproducibility_code,scripts/verification_substrate_gap/lint_claim_scope.py,89da9306d0c05caf494f47bf38454759dbf8051ee4d71cb2940680adfd5c4b1a,results/verification_substrate_gap/public_supplement_candidate_20260601/code/lint_claim_scope.py,code/lint_claim_scope.py,results/verification_substrate_gap/public_supplement_candidate_20260601/code,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/code,cp -p scripts/verification_substrate_gap/lint_claim_scope.py results/verification_substrate_gap/public_supplement_candidate_20260601/code/lint_claim_scope.py,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/code/lint_claim_scope.py')
expected = '89da9306d0c05caf494f47bf38454759dbf8051ee4d71cb2940680adfd5c4b1a'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-060,reproducibility_code,scripts/verification_substrate_gap/evaluate_public_text_verifier.py,848ed973719ab8e5a037903eda1b3f306aac2105846aa01004a862ad9d1b7698,results/verification_substrate_gap/public_supplement_candidate_20260601/code/evaluate_public_text_verifier.py,code/evaluate_public_text_verifier.py,results/verification_substrate_gap/public_supplement_candidate_20260601/code,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/code,cp -p scripts/verification_substrate_gap/evaluate_public_text_verifier.py results/verification_substrate_gap/public_supplement_candidate_20260601/code/evaluate_public_text_verifier.py,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/code/evaluate_public_text_verifier.py')
expected = '848ed973719ab8e5a037903eda1b3f306aac2105846aa01004a862ad9d1b7698'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-061,reproducibility_code,scripts/verification_substrate_gap/audit_public_predicate_attack_naturalness.py,212b74bfdb193d05b72eca0768123b616a42905b4dd0b1dbde2a3d0d8c119329,results/verification_substrate_gap/public_supplement_candidate_20260601/code/audit_public_predicate_attack_naturalness.py,code/audit_public_predicate_attack_naturalness.py,results/verification_substrate_gap/public_supplement_candidate_20260601/code,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/code,cp -p scripts/verification_substrate_gap/audit_public_predicate_attack_naturalness.py results/verification_substrate_gap/public_supplement_candidate_20260601/code/audit_public_predicate_attack_naturalness.py,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/code/audit_public_predicate_attack_naturalness.py')
expected = '212b74bfdb193d05b72eca0768123b616a42905b4dd0b1dbde2a3d0d8c119329'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-062,reproducibility_code,scripts/verification_substrate_gap/verify_vsg_expert_review_packet.py,59e16576c48c821086605519776bb4f84334c863429d159f2a7a4c514507567a,results/verification_substrate_gap/public_supplement_candidate_20260601/code/verify_vsg_expert_review_packet.py,code/verify_vsg_expert_review_packet.py,results/verification_substrate_gap/public_supplement_candidate_20260601/code,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/code,cp -p scripts/verification_substrate_gap/verify_vsg_expert_review_packet.py results/verification_substrate_gap/public_supplement_candidate_20260601/code/verify_vsg_expert_review_packet.py,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/code/verify_vsg_expert_review_packet.py')
expected = '59e16576c48c821086605519776bb4f84334c863429d159f2a7a4c514507567a'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-063,reproducibility_code,scripts/verification_substrate_gap/audit_vsg_expert_handoff.py,12b69e680308794d588d835fc22b1657be3f0023d5cf1f0c715a60487f54b2b3,results/verification_substrate_gap/public_supplement_candidate_20260601/code/audit_vsg_expert_handoff.py,code/audit_vsg_expert_handoff.py,results/verification_substrate_gap/public_supplement_candidate_20260601/code,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/code,cp -p scripts/verification_substrate_gap/audit_vsg_expert_handoff.py results/verification_substrate_gap/public_supplement_candidate_20260601/code/audit_vsg_expert_handoff.py,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/code/audit_vsg_expert_handoff.py')
expected = '12b69e680308794d588d835fc22b1657be3f0023d5cf1f0c715a60487f54b2b3'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
