shard_index,source_shard_dir,block_id,arm,accept,complete_pairs,required_pairs,selected_coordinates_observed,selected_coordinates_total,min_pair_support,matched_surface_count,selected_surface_count,checksum_valid,bits_match_condition,forbidden_public_surface_count,format_scrub_mode
21,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_21,shard_21_block_21,wrong_payload,False,0,8,0,16,0,0,0,False,False,0,none
21,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_21,shard_21_block_21,raw,False,0,8,0,16,0,0,0,False,False,3,none
22,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_22,shard_22_block_22,protected,False,0,8,0,16,0,0,0,False,False,2,all
22,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_22,shard_22_block_22,wrong_key,False,0,8,0,16,0,0,0,False,False,2,all
22,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_22,shard_22_block_22,wrong_payload,False,0,8,0,16,0,0,0,False,False,2,all
22,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_22,shard_22_block_22,raw,False,0,8,0,16,0,0,0,False,False,1,all
22,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_22,shard_22_block_22,protected,False,0,8,0,16,0,0,0,False,False,2,none
22,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_22,shard_22_block_22,wrong_key,False,0,8,0,16,0,0,0,False,False,2,none
22,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_22,shard_22_block_22,wrong_payload,False,0,8,0,16,0,0,0,False,False,2,none
22,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_22,shard_22_block_22,raw,False,0,8,0,16,0,0,0,False,False,1,none
23,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_23,shard_23_block_23,protected,False,0,8,0,16,0,0,0,False,False,1,all
23,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_23,shard_23_block_23,wrong_key,False,0,8,0,16,0,0,0,False,False,1,all
23,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_23,shard_23_block_23,wrong_payload,False,0,8,0,16,0,0,0,False,False,1,all
23,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_23,shard_23_block_23,raw,False,0,8,0,16,0,0,0,False,False,1,all
23,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_23,shard_23_block_23,protected,False,0,8,0,16,0,0,0,False,False,1,none
23,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_23,shard_23_block_23,wrong_key,False,0,8,0,16,0,0,0,False,False,1,none
23,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_23,shard_23_block_23,wrong_payload,False,0,8,0,16,0,0,0,False,False,1,none
23,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_23,shard_23_block_23,raw,False,0,8,0,16,0,0,0,False,False,1,none
24,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_24,shard_24_block_24,protected,False,0,8,0,16,0,0,0,False,False,3,all
24,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_24,shard_24_block_24,wrong_key,False,0,8,0,16,0,0,0,False,False,3,all
24,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_24,shard_24_block_24,wrong_payload,False,0,8,0,16,0,0,0,False,False,3,all
24,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_24,shard_24_block_24,raw,False,0,8,0,16,0,0,0,False,False,2,all
24,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_24,shard_24_block_24,protected,False,0,8,0,16,0,0,0,False,False,3,none
24,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_24,shard_24_block_24,wrong_key,False,0,8,0,16,0,0,0,False,False,3,none
24,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_24,shard_24_block_24,wrong_payload,False,0,8,0,16,0,0,0,False,False,3,none
24,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_24,shard_24_block_24,raw,False,0,8,0,16,0,0,0,False,False,2,none
25,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_25,shard_25_block_25,protected,False,0,8,0,16,0,0,0,False,False,3,all
25,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_25,shard_25_block_25,wrong_key,False,0,8,0,16,0,0,0,False,False,3,all
25,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_25,shard_25_block_25,wrong_payload,False,0,8,0,16,0,0,0,False,False,3,all
25,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_25,shard_25_block_25,raw,False,0,8,0,16,0,0,0,False,False,1,all
25,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_25,shard_25_block_25,protected,False,0,8,0,16,0,0,0,False,False,3,none
25,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_25,shard_25_block_25,wrong_key,False,0,8,0,16,0,0,0,False,False,3,none
25,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_25,shard_25_block_25,wrong_payload,False,0,8,0,16,0,0,0,False,False,3,none
25,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_25,shard_25_block_25,raw,False,0,8,0,16,0,0,0,False,False,1,none
26,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_26,shard_26_block_26,protected,False,0,8,0,16,0,0,0,False,False,2,all
26,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_26,shard_26_block_26,wrong_key,False,0,8,0,16,0,0,0,False,False,2,all
26,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_26,shard_26_block_26,wrong_payload,False,0,8,0,16,0,0,0,False,False,2,all
26,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_26,shard_26_block_26,raw,False,0,8,0,16,0,0,0,False,False,4,all
26,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_26,shard_26_block_26,protected,False,0,8,0,16,0,0,0,False,False,2,none
26,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_26,shard_26_block_26,wrong_key,False,0,8,0,16,0,0,0,False,False,2,none
26,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_26,shard_26_block_26,wrong_payload,False,0,8,0,16,0,0,0,False,False,2,none
26,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_26,shard_26_block_26,raw,False,0,8,0,16,0,0,0,False,False,4,none
27,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_27,shard_27_block_27,protected,False,0,8,0,16,0,0,0,False,False,1,all
27,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_27,shard_27_block_27,wrong_key,False,0,8,0,16,0,0,0,False,False,1,all
27,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_27,shard_27_block_27,wrong_payload,False,0,8,0,16,0,0,0,False,False,1,all
27,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_27,shard_27_block_27,raw,False,0,8,0,16,0,0,0,False,False,2,all
27,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_27,shard_27_block_27,protected,False,0,8,0,16,0,0,0,False,False,1,none
27,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_27,shard_27_block_27,wrong_key,False,0,8,0,16,0,0,0,False,False,1,none
27,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_27,shard_27_block_27,wrong_payload,False,0,8,0,16,0,0,0,False,False,1,none
27,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_27,shard_27_block_27,raw,False,0,8,0,16,0,0,0,False,False,2,none
28,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_28,shard_28_block_28,protected,False,0,8,0,16,0,0,0,False,False,3,all
28,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_28,shard_28_block_28,wrong_key,False,0,8,0,16,0,0,0,False,False,3,all
28,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_28,shard_28_block_28,wrong_payload,False,0,8,0,16,0,0,0,False,False,3,all
28,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_28,shard_28_block_28,raw,False,0,8,0,16,0,0,0,False,False,1,all
28,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_28,shard_28_block_28,protected,False,0,8,0,16,0,0,0,False,False,3,none
28,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_28,shard_28_block_28,wrong_key,False,0,8,0,16,0,0,0,False,False,3,none
28,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_28,shard_28_block_28,wrong_payload,False,0,8,0,16,0,0,0,False,False,3,none
28,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_28,shard_28_block_28,raw,False,0,8,0,16,0,0,0,False,False,1,none
29,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_29,shard_29_block_29,protected,False,0,8,0,16,0,0,0,False,False,4,all
29,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_29,shard_29_block_29,wrong_key,False,0,8,0,16,0,0,0,False,False,4,all
29,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_29,shard_29_block_29,wrong_payload,False,0,8,0,16,0,0,0,False,False,4,all
29,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_29,shard_29_block_29,raw,False,0,8,0,16,0,0,0,False,False,0,all
29,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_29,shard_29_block_29,protected,False,0,8,0,16,0,0,0,False,False,4,none
29,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_29,shard_29_block_29,wrong_key,False,0,8,0,16,0,0,0,False,False,4,none
29,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_29,shard_29_block_29,wrong_payload,False,0,8,0,16,0,0,0,False,False,4,none
29,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_29,shard_29_block_29,raw,False,0,8,0,16,0,0,0,False,False,0,none
30,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_30,shard_30_block_30,protected,False,0,8,0,16,0,0,0,False,False,0,all
30,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_30,shard_30_block_30,wrong_key,False,0,8,0,16,0,0,0,False,False,0,all
30,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_30,shard_30_block_30,wrong_payload,False,0,8,0,16,0,0,0,False,False,0,all
30,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_30,shard_30_block_30,raw,False,0,8,0,16,0,0,0,False,False,7,all
30,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_30,shard_30_block_30,protected,False,0,8,0,16,0,0,0,False,False,0,none
30,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_30,shard_30_block_30,wrong_key,False,0,8,0,16,0,0,0,False,False,0,none
30,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_30,shard_30_block_30,wrong_payload,False,0,8,0,16,0,0,0,False,False,0,none
30,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_30,shard_30_block_30,raw,False,0,8,0,16,0,0,0,False,False,7,none
31,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_31,shard_31_block_31,protected,False,0,8,0,16,0,0,0,False,False,1,all
31,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_31,shard_31_block_31,wrong_key,False,0,8,0,16,0,0,0,False,False,1,all
31,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_31,shard_31_block_31,wrong_payload,False,0,8,0,16,0,0,0,False,False,1,all
31,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_31,shard_31_block_31,raw,False,0,8,0,16,0,0,0,False,False,2,all
31,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_31,shard_31_block_31,protected,False,0,8,0,16,0,0,0,False,False,1,none
31,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_31,shard_31_block_31,wrong_key,False,0,8,0,16,0,0,0,False,False,1,none
31,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_31,shard_31_block_31,wrong_payload,False,0,8,0,16,0,0,0,False,False,1,none
31,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_31,shard_31_block_31,raw,False,0,8,0,16,0,0,0,False,False,2,none
32,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_32,shard_32_block_32,protected,False,0,8,0,16,0,0,0,False,False,1,all
32,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_32,shard_32_block_32,wrong_key,False,0,8,0,16,0,0,0,False,False,1,all
32,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_32,shard_32_block_32,wrong_payload,False,0,8,0,16,0,0,0,False,False,1,all
32,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_32,shard_32_block_32,raw,False,0,8,0,16,0,0,0,False,False,1,all
32,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_32,shard_32_block_32,protected,False,0,8,0,16,0,0,0,False,False,1,none
32,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_32,shard_32_block_32,wrong_key,False,0,8,0,16,0,0,0,False,False,1,none
32,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_32,shard_32_block_32,wrong_payload,False,0,8,0,16,0,0,0,False,False,1,none
32,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_32,shard_32_block_32,raw,False,0,8,0,16,0,0,0,False,False,1,none
33,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_33,shard_33_block_33,protected,False,0,8,0,16,0,0,0,False,False,1,all
33,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_33,shard_33_block_33,wrong_key,False,0,8,0,16,0,0,0,False,False,1,all
33,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_33,shard_33_block_33,wrong_payload,False,0,8,0,16,0,0,0,False,False,1,all
33,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_33,shard_33_block_33,raw,False,0,8,0,16,0,0,0,False,False,0,all
33,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_33,shard_33_block_33,protected,False,0,8,0,16,0,0,0,False,False,1,none
33,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_33,shard_33_block_33,wrong_key,False,0,8,0,16,0,0,0,False,False,1,none
33,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_33,shard_33_block_33,wrong_payload,False,0,8,0,16,0,0,0,False,False,1,none
33,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_33,shard_33_block_33,raw,False,0,8,0,16,0,0,0,False,False,0,none
34,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_34,shard_34_block_34,protected,False,0,8,0,16,0,0,0,False,False,3,all
34,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_34,shard_34_block_34,wrong_key,False,0,8,0,16,0,0,0,False,False,3,all
34,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_34,shard_34_block_34,wrong_payload,False,0,8,0,16,0,0,0,False,False,3,all
34,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_34,shard_34_block_34,raw,False,0,8,0,16,0,0,0,False,False,1,all
34,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_34,shard_34_block_34,protected,False,0,8,0,16,0,0,0,False,False,3,none
34,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_34,shard_34_block_34,wrong_key,False,0,8,0,16,0,0,0,False,False,3,none
34,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_34,shard_34_block_34,wrong_payload,False,0,8,0,16,0,0,0,False,False,3,none
34,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_34,shard_34_block_34,raw,False,0,8,0,16,0,0,0,False,False,1,none
