shard_index,source_shard_dir,block_id,arm,source_condition,accept,accept_ignoring_quality,complete_pairs,required_pairs,decoded_bits,expected_bits,bits_match_condition,checksum_valid,forbidden_public_surface_count,duplicate_response_hash_count
20,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_20,shard_20_block_00,wrong_key,protected,False,False,8,8,10100101,01110011,False,True,0,0
20,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_20,shard_20_block_00,wrong_payload,protected,False,False,8,8,10100101,01011010,False,True,0,0
21,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_21,shard_21_block_00,protected,protected,True,True,8,8,10100101,10100101,True,True,0,0
21,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_21,shard_21_block_00,raw,raw,False,False,8,8,01000011,10100101,False,False,0,0
21,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_21,shard_21_block_00,task_only,task_only,False,False,0,8,--------,10100101,False,False,0,0
21,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_21,shard_21_block_00,wrong_key,protected,False,False,8,8,10100101,01110011,False,True,0,0
21,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_21,shard_21_block_00,wrong_payload,protected,False,False,8,8,10100101,01011010,False,True,0,0
22,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_22,shard_22_block_00,protected,protected,True,True,8,8,10100101,10100101,True,True,0,0
22,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_22,shard_22_block_00,raw,raw,False,False,8,8,01000111,10100101,False,False,0,0
22,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_22,shard_22_block_00,task_only,task_only,False,False,0,8,--------,10100101,False,False,0,0
22,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_22,shard_22_block_00,wrong_key,protected,False,False,8,8,10100101,01110011,False,True,0,0
22,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_22,shard_22_block_00,wrong_payload,protected,False,False,8,8,10100101,01011010,False,True,0,0
23,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_23,shard_23_block_00,protected,protected,True,True,8,8,10100101,10100101,True,True,0,0
23,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_23,shard_23_block_00,raw,raw,False,False,6,8,11-00-11,10100101,False,False,0,0
23,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_23,shard_23_block_00,task_only,task_only,False,False,0,8,--------,10100101,False,False,0,0
23,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_23,shard_23_block_00,wrong_key,protected,False,False,8,8,10100101,01110011,False,True,0,0
23,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_23,shard_23_block_00,wrong_payload,protected,False,False,8,8,10100101,01011010,False,True,0,0
24,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_24,shard_24_block_00,protected,protected,True,True,8,8,10100101,10100101,True,True,0,0
24,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_24,shard_24_block_00,raw,raw,False,False,6,8,010-011-,10100101,False,False,0,0
24,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_24,shard_24_block_00,task_only,task_only,False,False,0,8,--------,10100101,False,False,0,0
24,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_24,shard_24_block_00,wrong_key,protected,False,False,8,8,10100101,01110011,False,True,0,0
24,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_24,shard_24_block_00,wrong_payload,protected,False,False,8,8,10100101,01011010,False,True,0,0
25,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_25,shard_25_block_00,protected,protected,True,True,8,8,10100101,10100101,True,True,0,0
25,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_25,shard_25_block_00,raw,raw,False,False,7,8,0100-111,10100101,False,False,0,0
25,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_25,shard_25_block_00,task_only,task_only,False,False,0,8,--------,10100101,False,False,0,0
25,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_25,shard_25_block_00,wrong_key,protected,False,False,8,8,10100101,01110011,False,True,0,0
25,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_25,shard_25_block_00,wrong_payload,protected,False,False,8,8,10100101,01011010,False,True,0,0
26,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_26,shard_26_block_00,protected,protected,True,True,8,8,10100101,10100101,True,True,0,0
26,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_26,shard_26_block_00,raw,raw,False,False,7,8,011001-1,10100101,False,False,0,0
26,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_26,shard_26_block_00,task_only,task_only,False,False,0,8,--------,10100101,False,False,0,0
26,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_26,shard_26_block_00,wrong_key,protected,False,False,8,8,10100101,01110011,False,True,0,0
26,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_26,shard_26_block_00,wrong_payload,protected,False,False,8,8,10100101,01011010,False,True,0,0
27,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_27,shard_27_block_00,protected,protected,True,True,8,8,10100101,10100101,True,True,0,0
27,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_27,shard_27_block_00,raw,raw,False,False,7,8,11100-11,10100101,False,False,0,0
27,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_27,shard_27_block_00,task_only,task_only,False,False,0,8,--------,10100101,False,False,0,0
27,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_27,shard_27_block_00,wrong_key,protected,False,False,8,8,10100101,01110011,False,True,0,0
27,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_27,shard_27_block_00,wrong_payload,protected,False,False,8,8,10100101,01011010,False,True,0,0
28,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_28,shard_28_block_00,protected,protected,True,True,8,8,10100101,10100101,True,True,0,0
28,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_28,shard_28_block_00,raw,raw,False,False,8,8,11100111,10100101,False,False,0,0
28,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_28,shard_28_block_00,task_only,task_only,False,False,0,8,--------,10100101,False,False,0,0
28,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_28,shard_28_block_00,wrong_key,protected,False,False,8,8,10100101,01110011,False,True,0,0
28,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_28,shard_28_block_00,wrong_payload,protected,False,False,8,8,10100101,01011010,False,True,0,0
29,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_29,shard_29_block_00,protected,protected,True,True,8,8,10100101,10100101,True,True,0,0
29,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_29,shard_29_block_00,raw,raw,False,False,8,8,01100111,10100101,False,False,0,0
29,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_29,shard_29_block_00,task_only,task_only,False,False,0,8,--------,10100101,False,False,0,0
29,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_29,shard_29_block_00,wrong_key,protected,False,False,8,8,10100101,01110011,False,True,0,0
29,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_29,shard_29_block_00,wrong_payload,protected,False,False,8,8,10100101,01011010,False,True,0,0
30,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_30,shard_30_block_00,protected,protected,True,True,8,8,10100101,10100101,True,True,0,0
30,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_30,shard_30_block_00,raw,raw,False,False,7,8,1-100011,10100101,False,False,0,0
30,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_30,shard_30_block_00,task_only,task_only,False,False,0,8,--------,10100101,False,False,0,0
30,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_30,shard_30_block_00,wrong_key,protected,False,False,8,8,10100101,01110011,False,True,0,0
30,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_30,shard_30_block_00,wrong_payload,protected,False,False,8,8,10100101,01011010,False,True,0,0
31,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_31,shard_31_block_00,protected,protected,True,True,8,8,10100101,10100101,True,True,0,0
31,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_31,shard_31_block_00,raw,raw,False,False,8,8,01100111,10100101,False,False,0,0
31,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_31,shard_31_block_00,task_only,task_only,False,False,0,8,--------,10100101,False,False,0,0
31,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_31,shard_31_block_00,wrong_key,protected,False,False,8,8,10100101,01110011,False,True,0,0
31,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_31,shard_31_block_00,wrong_payload,protected,False,False,8,8,10100101,01011010,False,True,0,0
32,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_32,shard_32_block_00,protected,protected,True,True,8,8,10100101,10100101,True,True,0,0
32,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_32,shard_32_block_00,raw,raw,False,False,4,8,11-0-0--,10100101,False,False,0,0
32,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_32,shard_32_block_00,task_only,task_only,False,False,0,8,--------,10100101,False,False,0,0
32,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_32,shard_32_block_00,wrong_key,protected,False,False,8,8,10100101,01110011,False,True,0,0
32,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_32,shard_32_block_00,wrong_payload,protected,False,False,8,8,10100101,01011010,False,True,0,0
33,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_33,shard_33_block_00,protected,protected,True,True,8,8,10100101,10100101,True,True,0,0
33,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_33,shard_33_block_00,raw,raw,False,False,5,8,01--00-1,10100101,False,False,0,0
33,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_33,shard_33_block_00,task_only,task_only,False,False,0,8,--------,10100101,False,False,0,0
33,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_33,shard_33_block_00,wrong_key,protected,False,False,8,8,10100101,01110011,False,True,0,0
33,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_33,shard_33_block_00,wrong_payload,protected,False,False,8,8,10100101,01011010,False,True,0,0
34,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_34,shard_34_block_00,protected,protected,True,True,8,8,10100101,10100101,True,True,0,0
34,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_34,shard_34_block_00,raw,raw,False,False,8,8,01100111,10100101,False,False,0,0
34,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_34,shard_34_block_00,task_only,task_only,False,False,0,8,--------,10100101,False,False,0,0
34,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_34,shard_34_block_00,wrong_key,protected,False,False,8,8,10100101,01110011,False,True,0,0
34,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_34,shard_34_block_00,wrong_payload,protected,False,False,8,8,10100101,01011010,False,True,0,0
35,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_35,shard_35_block_00,protected,protected,True,True,8,8,10100101,10100101,True,True,0,0
35,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_35,shard_35_block_00,raw,raw,False,False,6,8,01-00-11,10100101,False,False,0,0
35,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_35,shard_35_block_00,task_only,task_only,False,False,0,8,--------,10100101,False,False,0,0
35,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_35,shard_35_block_00,wrong_key,protected,False,False,8,8,10100101,01110011,False,True,0,0
35,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_35,shard_35_block_00,wrong_payload,protected,False,False,8,8,10100101,01011010,False,True,0,0
36,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_36,shard_36_block_00,protected,protected,True,True,8,8,10100101,10100101,True,True,0,0
36,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_36,shard_36_block_00,raw,raw,False,False,7,8,0110001-,10100101,False,False,1,0
36,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_36,shard_36_block_00,task_only,task_only,False,False,0,8,--------,10100101,False,False,0,0
36,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_36,shard_36_block_00,wrong_key,protected,False,False,8,8,10100101,01110011,False,True,0,0
36,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_36,shard_36_block_00,wrong_payload,protected,False,False,8,8,10100101,01011010,False,True,0,0
37,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_37,shard_37_block_00,protected,protected,True,True,8,8,10100101,10100101,True,True,0,0
37,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_37,shard_37_block_00,raw,raw,False,False,6,8,01-001-1,10100101,False,False,0,0
37,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_37,shard_37_block_00,task_only,task_only,False,False,0,8,--------,10100101,False,False,0,0
37,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_37,shard_37_block_00,wrong_key,protected,False,False,8,8,10100101,01110011,False,True,0,0
37,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_37,shard_37_block_00,wrong_payload,protected,False,False,8,8,10100101,01011010,False,True,0,0
38,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_38,shard_38_block_00,protected,protected,True,True,8,8,10100101,10100101,True,True,0,0
38,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_38,shard_38_block_00,raw,raw,False,False,6,8,-110001-,10100101,False,False,0,0
38,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_38,shard_38_block_00,task_only,task_only,False,False,0,8,--------,10100101,False,False,0,0
38,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_38,shard_38_block_00,wrong_key,protected,False,False,8,8,10100101,01110011,False,True,0,0
38,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_38,shard_38_block_00,wrong_payload,protected,False,False,8,8,10100101,01011010,False,True,0,0
39,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_39,shard_39_block_00,protected,protected,True,True,8,8,10100101,10100101,True,True,0,0
39,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_39,shard_39_block_00,raw,raw,False,False,7,8,11100-11,10100101,False,False,0,0
39,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_39,shard_39_block_00,task_only,task_only,False,False,0,8,--------,10100101,False,False,0,0
39,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_39,shard_39_block_00,wrong_key,protected,False,False,8,8,10100101,01110011,False,True,0,0
39,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_39,shard_39_block_00,wrong_payload,protected,False,False,8,8,10100101,01011010,False,True,0,0
40,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_40,shard_40_block_00,protected,protected,True,True,8,8,10100101,10100101,True,True,0,0
40,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_40,shard_40_block_00,raw,raw,False,False,8,8,01000011,10100101,False,False,0,0
40,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_40,shard_40_block_00,task_only,task_only,False,False,0,8,--------,10100101,False,False,0,0
40,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_40,shard_40_block_00,wrong_key,protected,False,False,8,8,10100101,01110011,False,True,0,0
40,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_40,shard_40_block_00,wrong_payload,protected,False,False,8,8,10100101,01011010,False,True,0,0
41,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_41,shard_41_block_00,protected,protected,True,True,8,8,10100101,10100101,True,True,0,0
