entry_id,preflight_class,blocker_id,artifact_group,bundle_action,bundle_source_path,source_sha256,planned_supplement_path,candidate_bundle_path,review_artifact_path,source_exists,review_artifact_exists,future_copy_plan_entry,human_review_hold,excluded_from_bundle,publication_blocker,required_pre_copy_evidence,claim_scope_guard
PSP-052,human_review_hold,PSB-024,stronger_public_predicate_local_pilot,include_source_with_scope_note_after_human_review,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_summary.json,1f0faea341defd8509e36d9597883ce5b6253f9ed439807a04e87823846cc1e0,evidence/local_pilots/stronger_public_predicate/public_text_verifier_summary.json,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/local_pilots/stronger_public_predicate/public_text_verifier_summary.json,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,True,False,True,False,True,human reviewer approves source with scope note and confirms source-mismatch/non-claim wording,public text-only verification success; ownership proof; adopted locked evidence; paper-facing final-text claim
PSP-053,human_review_hold,PSB-025,stronger_public_predicate_local_pilot,include_source_with_scope_note_after_human_review,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_report.md,6cafeb929bac19cb63939a6d6a999a16c3bf0a33afac2e5247aef63a4eb95a60,evidence/local_pilots/stronger_public_predicate/public_text_verifier_report.md,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/local_pilots/stronger_public_predicate/public_text_verifier_report.md,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,True,False,True,False,True,human reviewer approves source with scope note and confirms source-mismatch/non-claim wording,public text-only verification success; ownership proof; adopted locked evidence; paper-facing final-text claim
PSP-054,copy_required_preflight,PSB-026,substrate_matrix,copy_source_to_bundle_after_review,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix.csv,b2a341fadc5a9429d06a7b331582e64cbeabdd3be26d4665411a9f68c5add406,evidence/substrate_matrix/substrate_gap_matrix.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/substrate_matrix/substrate_gap_matrix.csv,,True,False,True,False,False,True,source file copied to planned supplement path and hash verified against dry-run source,preserves VSG substrate-gap claim boundary
PSP-055,copy_required_preflight,PSB-027,substrate_matrix,copy_source_to_bundle_after_review,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix_summary.json,4ac9a865a6dddf8c33af91251b016ffd94b6395f1b808ff1d1dc72477b3ef412,evidence/substrate_matrix/substrate_gap_matrix_summary.json,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/substrate_matrix/substrate_gap_matrix_summary.json,,True,False,True,False,False,True,source file copied to planned supplement path and hash verified against dry-run source,preserves VSG substrate-gap claim boundary
PSP-056,copy_required_preflight,PSB-028,substrate_matrix,copy_source_to_bundle_after_review,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix.md,d9298e50a298cbe56c08f8b366702d54de6f8c49f7d23517771b41a3460c2c21,evidence/substrate_matrix/substrate_gap_matrix.md,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/substrate_matrix/substrate_gap_matrix.md,,True,False,True,False,False,True,source file copied to planned supplement path and hash verified against dry-run source,preserves VSG substrate-gap claim boundary
PSP-057,copy_required_preflight,PSB-029,ownership_stress_test,copy_source_to_bundle_after_review,results/verification_substrate_gap/paper_figure_data_20260530/ownership_scenario_heatmap.csv,4b628519e2b8ef1eaaea471978cda15f98879d274020334b324ea9e087b69f77,evidence/ownership_stress_test/ownership_scenario_heatmap.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/ownership_stress_test/ownership_scenario_heatmap.csv,,True,False,True,False,False,True,source file copied to planned supplement path and hash verified against dry-run source,preserves VSG substrate-gap claim boundary
PSP-058,copy_required_preflight,PSB-030,ownership_stress_test,copy_source_to_bundle_after_review,results/verification_substrate_gap/paper_figure_data_20260530/figure_data_summary.json,adff4ae4c8832dcc3634053789f925191a4c55cb66155335ba36ab07364ae878,evidence/ownership_stress_test/figure_data_summary.json,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/ownership_stress_test/figure_data_summary.json,,True,False,True,False,False,True,source file copied to planned supplement path and hash verified against dry-run source,preserves VSG substrate-gap claim boundary
PSP-059,copy_required_preflight,PSB-031,reproducibility_code,copy_source_to_bundle_after_review,scripts/verification_substrate_gap/lint_claim_scope.py,89da9306d0c05caf494f47bf38454759dbf8051ee4d71cb2940680adfd5c4b1a,code/lint_claim_scope.py,results/verification_substrate_gap/public_supplement_candidate_20260601/code/lint_claim_scope.py,,True,False,True,False,False,True,source file copied to planned supplement path and hash verified against dry-run source,preserves VSG substrate-gap claim boundary
PSP-060,direct_include_final_scope_check,,reproducibility_code,direct_include_after_final_license_scope_review,scripts/verification_substrate_gap/evaluate_public_text_verifier.py,848ed973719ab8e5a037903eda1b3f306aac2105846aa01004a862ad9d1b7698,code/evaluate_public_text_verifier.py,results/verification_substrate_gap/public_supplement_candidate_20260601/code/evaluate_public_text_verifier.py,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-061,direct_include_final_scope_check,,reproducibility_code,direct_include_after_final_license_scope_review,scripts/verification_substrate_gap/audit_public_predicate_attack_naturalness.py,212b74bfdb193d05b72eca0768123b616a42905b4dd0b1dbde2a3d0d8c119329,code/audit_public_predicate_attack_naturalness.py,results/verification_substrate_gap/public_supplement_candidate_20260601/code/audit_public_predicate_attack_naturalness.py,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-062,direct_include_final_scope_check,,reproducibility_code,direct_include_after_final_license_scope_review,scripts/verification_substrate_gap/verify_vsg_expert_review_packet.py,59e16576c48c821086605519776bb4f84334c863429d159f2a7a4c514507567a,code/verify_vsg_expert_review_packet.py,results/verification_substrate_gap/public_supplement_candidate_20260601/code/verify_vsg_expert_review_packet.py,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-063,direct_include_final_scope_check,,reproducibility_code,direct_include_after_final_license_scope_review,scripts/verification_substrate_gap/audit_vsg_expert_handoff.py,12b69e680308794d588d835fc22b1657be3f0023d5cf1f0c715a60487f54b2b3,code/audit_vsg_expert_handoff.py,results/verification_substrate_gap/public_supplement_candidate_20260601/code/audit_vsg_expert_handoff.py,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-064,copy_required_preflight,PSB-032,reproducibility_code,copy_source_to_bundle_after_review,scripts/verification_substrate_gap/build_vsg_reproducibility_release_inventory.py,2f672fcea697b71a01ac4e68f4c51666f37aa7bb3aabf1d74b5e9645c51e41c9,code/build_vsg_reproducibility_release_inventory.py,results/verification_substrate_gap/public_supplement_candidate_20260601/code/build_vsg_reproducibility_release_inventory.py,,True,False,True,False,False,True,source file copied to planned supplement path and hash verified against dry-run source,preserves VSG substrate-gap claim boundary
PSP-065,direct_include_final_scope_check,,reproducibility_config,direct_include_after_final_license_scope_review,configs/verification_substrate_gap/public_text_verifier_baselines.yaml,125622ae8cb7ad85c91740175453587d332349d3255faa2161aa8ff391fdf63c,configs/public_text_verifier_baselines.yaml,results/verification_substrate_gap/public_supplement_candidate_20260601/configs/public_text_verifier_baselines.yaml,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-066,direct_include_final_scope_check,,reproducibility_config,direct_include_after_final_license_scope_review,configs/verification_substrate_gap/public_text_verifier_stronger_local_pilot.yaml,1ae03fcd8065a59c21bb780768175e9d54b5d020bd176b7525acc051434cb291,configs/public_text_verifier_stronger_local_pilot.yaml,results/verification_substrate_gap/public_supplement_candidate_20260601/configs/public_text_verifier_stronger_local_pilot.yaml,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-067,human_review_hold,PSB-033,reproducibility_config,include_source_after_security_review,configs/verification_substrate_gap/text_only_observability.yaml,6c4e0dc072c272617547f9078cb8f23fa5a2fe8d0e256bb6a4643dd5654c545c,configs/text_only_observability.yaml,results/verification_substrate_gap/public_supplement_candidate_20260601/configs/text_only_observability.yaml,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/security_review_text_only_observability.json,True,True,False,True,False,True,human reviewer confirms security review has no secret values and field names are acceptable for release,preserves VSG substrate-gap claim boundary
PSP-068,copy_required_preflight,PSB-034,reproducibility_config,copy_source_to_bundle_after_review,configs/verification_substrate_gap/template_leakage_audit.yaml,7fda690a9de384d822b7ff4a453872330a5189106076aa694ad1a66ee1235dff,configs/template_leakage_audit.yaml,results/verification_substrate_gap/public_supplement_candidate_20260601/configs/template_leakage_audit.yaml,,True,False,True,False,False,True,source file copied to planned supplement path and hash verified against dry-run source,preserves VSG substrate-gap claim boundary
PSP-069,copy_required_preflight,PSB-035,reproducibility_config,copy_source_to_bundle_after_review,configs/verification_substrate_gap/surrogate_guided_rewrite_spoofing.yaml,eb427c209edaadd06d889e5c7ced471763d58ebf0ccb15661b84a27cffdc8b31,configs/surrogate_guided_rewrite_spoofing.yaml,results/verification_substrate_gap/public_supplement_candidate_20260601/configs/surrogate_guided_rewrite_spoofing.yaml,,True,False,True,False,False,True,source file copied to planned supplement path and hash verified against dry-run source,preserves VSG substrate-gap claim boundary
PSP-070,direct_include_final_scope_check,,reproducibility_tests,direct_include_after_final_license_scope_review,tests/verification_substrate_gap/test_claim_scope_linter.py,12274bd9effdafb3452ca9af21b260277098a71b61be3bc2d30ca9786eab06b6,tests/test_claim_scope_linter.py,results/verification_substrate_gap/public_supplement_candidate_20260601/tests/test_claim_scope_linter.py,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-071,direct_include_final_scope_check,,reproducibility_tests,direct_include_after_final_license_scope_review,tests/verification_substrate_gap/test_vsg_expert_packet_verifiers.py,66f4603779d86f4dde991a164d135ebadb0dea15a65d9a5f2cb91a9066f5a70f,tests/test_vsg_expert_packet_verifiers.py,results/verification_substrate_gap/public_supplement_candidate_20260601/tests/test_vsg_expert_packet_verifiers.py,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-072,direct_include_final_scope_check,,reproducibility_tests,direct_include_after_final_license_scope_review,tests/verification_substrate_gap/test_vsg_manuscript_prose_hardening.py,1f46d8512f93aaac2f6223087b172d98b1bc866736f0f49c18d4b85cbdd60781,tests/test_vsg_manuscript_prose_hardening.py,results/verification_substrate_gap/public_supplement_candidate_20260601/tests/test_vsg_manuscript_prose_hardening.py,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-073,direct_include_final_scope_check,,reproducibility_tests,direct_include_after_final_license_scope_review,tests/verification_substrate_gap/test_public_text_verifier_stronger_baselines.py,56cbcd4d43e13466907ed48d7d993811ae5000d54f9ee6d60cbd42d93c55558a,tests/test_public_text_verifier_stronger_baselines.py,results/verification_substrate_gap/public_supplement_candidate_20260601/tests/test_public_text_verifier_stronger_baselines.py,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-074,direct_include_final_scope_check,,reproducibility_tests,direct_include_after_final_license_scope_review,tests/verification_substrate_gap/test_public_predicate_attack_naturalness_audit.py,2e39f82ea4b15d7bad5c554db0a871ecd6b059cf4474a30be19d694e63008219,tests/test_public_predicate_attack_naturalness_audit.py,results/verification_substrate_gap/public_supplement_candidate_20260601/tests/test_public_predicate_attack_naturalness_audit.py,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-075,excluded_internal_record,,state_and_scope_records,exclude_internal_record,,,,,,False,False,False,False,True,False,excluded from public supplement,internal handoff/scope record excluded from public supplement
PSP-076,excluded_internal_record,,state_and_scope_records,exclude_internal_record,,,,,,False,False,False,False,True,False,excluded from public supplement,internal handoff/scope record excluded from public supplement
PSP-077,excluded_internal_record,,state_and_scope_records,exclude_internal_record,,,,,,False,False,False,False,True,False,excluded from public supplement,internal handoff/scope record excluded from public supplement
PSP-078,excluded_internal_record,,state_and_scope_records,exclude_internal_record,,,,,,False,False,False,False,True,False,excluded from public supplement,internal handoff/scope record excluded from public supplement
