source_id,model_family,variant_id,arm,block_id,rows,mean_score,row_accept_rate,block_detected
qwen_dev_869348_local_text_probe,qwen,P5_word_trigram_public_predicate,raw,shard_15,72,-0.1753020222432848,0.6111111111111112,True
qwen_dev_869348_local_text_probe,qwen,P5_word_trigram_public_predicate,task_only,shard_00,208,-1.3439138171331597,0.5048076923076923,True
qwen_dev_869348_local_text_probe,qwen,P5_word_trigram_public_predicate,task_only,shard_01,128,-2.0660487704326176,0.4609375,False
qwen_dev_869348_local_text_probe,qwen,P5_word_trigram_public_predicate,task_only,shard_02,256,-0.23802641445140008,0.59375,True
qwen_dev_869348_local_text_probe,qwen,P5_word_trigram_public_predicate,task_only,shard_03,240,-0.19998088867273758,0.5083333333333333,True
qwen_dev_869348_local_text_probe,qwen,P5_word_trigram_public_predicate,task_only,shard_04,176,-1.7938182430080991,0.5113636363636364,True
qwen_dev_869348_local_text_probe,qwen,P5_word_trigram_public_predicate,task_only,shard_05,160,-1.2159583138305043,0.51875,True
qwen_dev_869348_local_text_probe,qwen,P5_word_trigram_public_predicate,task_only,shard_06,176,-2.3583313769692604,0.4602272727272727,False
qwen_dev_869348_local_text_probe,qwen,P5_word_trigram_public_predicate,task_only,shard_07,176,-2.7440851210412025,0.4659090909090909,False
qwen_dev_869348_local_text_probe,qwen,P5_word_trigram_public_predicate,task_only,shard_08,160,-0.5497680174163889,0.5625,True
qwen_dev_869348_local_text_probe,qwen,P5_word_trigram_public_predicate,task_only,shard_09,272,0.7975534309029039,0.6470588235294118,True
qwen_dev_869348_local_text_probe,qwen,P5_word_trigram_public_predicate,task_only,shard_10,160,-2.459133834440537,0.49375,False
qwen_dev_869348_local_text_probe,qwen,P5_word_trigram_public_predicate,task_only,shard_11,112,1.0098540525938788,0.625,True
qwen_dev_869348_local_text_probe,qwen,P5_word_trigram_public_predicate,task_only,shard_12,256,-0.00942095086342249,0.609375,True
qwen_dev_869348_local_text_probe,qwen,P5_word_trigram_public_predicate,task_only,shard_13,272,1.5117864382835517,0.6066176470588235,True
qwen_dev_869348_local_text_probe,qwen,P5_word_trigram_public_predicate,task_only,shard_14,176,0.08758592997548842,0.5965909090909091,True
qwen_dev_869348_local_text_probe,qwen,P5_word_trigram_public_predicate,task_only,shard_15,72,2.617608684630999,0.7361111111111112,True
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,protected,shard_00,208,0.5701726654540291,0.1346153846153846,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,protected,shard_01,128,-2.2702114682077625,0.109375,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,protected,shard_02,256,1.8324555117165235,0.1796875,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,protected,shard_03,240,2.3760007410591446,0.21666666666666667,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,protected,shard_04,176,1.5311535217635879,0.1590909090909091,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,protected,shard_05,160,1.6930725348303028,0.1875,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,protected,shard_06,176,0.21169706701740038,0.11931818181818182,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,protected,shard_07,176,2.390073546442783,0.1875,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,protected,shard_08,160,2.5140851433852216,0.15,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,protected,shard_09,272,5.571854465734841,0.27205882352941174,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,protected,shard_10,160,2.465637366950832,0.1875,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,protected,shard_11,112,6.812025745136857,0.2857142857142857,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,protected,shard_12,256,3.9173563663638595,0.16796875,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,protected,shard_13,272,7.322674221671294,0.2977941176470588,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,protected,shard_14,176,4.2408086356603185,0.22727272727272727,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,protected,shard_15,72,3.1259684481180945,0.2361111111111111,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,raw,shard_00,208,-3.740665056914281,0.04807692307692308,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,raw,shard_01,128,-4.221344884616074,0.0546875,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,raw,shard_02,256,-1.3333675453807117,0.10546875,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,raw,shard_03,240,-1.5013652108696844,0.07083333333333333,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,raw,shard_04,176,-3.3327302333328634,0.028409090909090908,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,raw,shard_05,160,0.5297889654638647,0.15625,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,raw,shard_06,176,-2.0069901838165625,0.056818181818181816,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,raw,shard_07,176,-1.6258633843093657,0.13068181818181818,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,raw,shard_08,160,0.32177298264182974,0.1125,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,raw,shard_09,272,0.7653722207393909,0.08088235294117647,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,raw,shard_10,160,-1.1337353912696233,0.08125,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,raw,shard_11,112,4.04884584972213,0.16964285714285715,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,raw,shard_12,256,-0.16356948048526465,0.07421875,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,raw,shard_13,272,1.7406707612799135,0.16176470588235295,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,raw,shard_14,176,-1.7098865274765962,0.07386363636363637,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,raw,shard_15,72,-2.997271950082938,0.041666666666666664,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,task_only,shard_00,208,-2.648956852070405,0.04807692307692308,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,task_only,shard_01,128,-4.159244620430741,0.0625,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,task_only,shard_02,256,0.5422378855370893,0.125,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,task_only,shard_03,240,-1.1953842250632214,0.0875,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,task_only,shard_04,176,-2.196461743033304,0.07386363636363637,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,task_only,shard_05,160,-2.1710413221089104,0.1,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,task_only,shard_06,176,-1.694636556081815,0.08522727272727272,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,task_only,shard_07,176,-3.298429549899616,0.0625,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,task_only,shard_08,160,-1.23042561143633,0.075,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,task_only,shard_09,272,-0.41414650371404904,0.06985294117647059,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,task_only,shard_10,160,-3.2778099260651805,0.0375,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,task_only,shard_11,112,3.1965185959637137,0.17857142857142858,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,task_only,shard_12,256,0.9991129491652856,0.08203125,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,task_only,shard_13,272,1.7371787709326532,0.11397058823529412,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,task_only,shard_14,176,-1.9474627288823632,0.08522727272727272,False
qwen_dev_869348_local_text_probe,qwen,P6_hybrid_char_word_public_predicate,task_only,shard_15,72,-2.5782709900211054,0.041666666666666664,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,protected,shard_00,192,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,protected,shard_01,192,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,protected,shard_02,176,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,protected,shard_03,144,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,protected,shard_04,240,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,protected,shard_05,208,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,protected,shard_06,208,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,protected,shard_07,176,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,protected,shard_08,272,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,protected,shard_09,256,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,protected,shard_10,176,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,protected,shard_11,160,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,protected,shard_12,272,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,protected,shard_13,288,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,protected,shard_14,40,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,raw,shard_00,192,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,raw,shard_01,192,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,raw,shard_02,176,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,raw,shard_03,144,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,raw,shard_04,240,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,raw,shard_05,208,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,raw,shard_06,208,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,raw,shard_07,176,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,raw,shard_08,272,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,raw,shard_09,256,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,raw,shard_10,176,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,raw,shard_11,160,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,raw,shard_12,272,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,raw,shard_13,288,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,V0_always_reject_final_text_only,raw,shard_14,40,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,protected,shard_00,192,0.026041666666666668,0.026041666666666668,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,protected,shard_01,192,0.026041666666666668,0.026041666666666668,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,protected,shard_02,176,0.0625,0.0625,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,protected,shard_03,144,0.034722222222222224,0.034722222222222224,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,protected,shard_04,240,0.029166666666666667,0.029166666666666667,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,protected,shard_05,208,0.03365384615384615,0.03365384615384615,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,protected,shard_06,208,0.052884615384615384,0.052884615384615384,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,protected,shard_07,176,0.056818181818181816,0.056818181818181816,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,protected,shard_08,272,0.014705882352941176,0.014705882352941176,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,protected,shard_09,256,0.01171875,0.01171875,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,protected,shard_10,176,0.011363636363636364,0.011363636363636364,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,protected,shard_11,160,0.0125,0.0125,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,protected,shard_12,272,0.014705882352941176,0.014705882352941176,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,protected,shard_13,288,0.003472222222222222,0.003472222222222222,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,protected,shard_14,40,0.05,0.05,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,raw,shard_00,192,0.026041666666666668,0.026041666666666668,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,raw,shard_01,192,0.026041666666666668,0.026041666666666668,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,raw,shard_02,176,0.005681818181818182,0.005681818181818182,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,raw,shard_03,144,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,raw,shard_04,240,0.020833333333333332,0.020833333333333332,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,raw,shard_05,208,0.014423076923076924,0.014423076923076924,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,raw,shard_06,208,0.02403846153846154,0.02403846153846154,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,raw,shard_07,176,0.022727272727272728,0.022727272727272728,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,raw,shard_08,272,0.011029411764705883,0.011029411764705883,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,raw,shard_09,256,0.015625,0.015625,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,raw,shard_10,176,0.011363636363636364,0.011363636363636364,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,raw,shard_11,160,0.00625,0.00625,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,raw,shard_12,272,0.007352941176470588,0.007352941176470588,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,raw,shard_13,288,0.006944444444444444,0.006944444444444444,False
llama_historical_879555_local_text_probe,llama,P0_prefix_template_public_predicate,raw,shard_14,40,0.0,0.0,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,protected,shard_00,192,2.324015874595225,0.3645833333333333,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,protected,shard_01,192,1.5638728873772105,0.3333333333333333,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,protected,shard_02,176,3.9841928326910345,0.4431818181818182,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,protected,shard_03,144,3.312965643825222,0.375,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,protected,shard_04,240,1.3382690918333051,0.375,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,protected,shard_05,208,1.8136867414235773,0.34134615384615385,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,protected,shard_06,208,2.270361686614088,0.3605769230769231,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,protected,shard_07,176,0.6894855155907826,0.29545454545454547,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,protected,shard_08,272,1.237929128463295,0.34191176470588236,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,protected,shard_09,256,3.028206467261004,0.421875,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,protected,shard_10,176,4.14840991655874,0.4147727272727273,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,protected,shard_11,160,4.317115146282346,0.46875,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,protected,shard_12,272,2.6235409065164346,0.3860294117647059,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,protected,shard_13,288,3.6377425157546517,0.4548611111111111,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,protected,shard_14,40,3.1279277106929024,0.475,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,raw,shard_00,192,-0.5855842963673301,0.24479166666666666,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,raw,shard_01,192,-2.128292350683229,0.19791666666666666,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,raw,shard_02,176,-0.49208344658657627,0.25,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,raw,shard_03,144,-0.41014338227186453,0.2361111111111111,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,raw,shard_04,240,-2.203191565412881,0.12916666666666668,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,raw,shard_05,208,-2.06794142377158,0.19230769230769232,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,raw,shard_06,208,-1.03415541919496,0.22115384615384615,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,raw,shard_07,176,-2.453114964949274,0.13068181818181818,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,raw,shard_08,272,0.32573816703504704,0.2647058823529412,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,raw,shard_09,256,0.45500307147281127,0.24609375,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,raw,shard_10,176,0.32203376694462155,0.26704545454545453,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,raw,shard_11,160,0.983409980326452,0.26875,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,raw,shard_12,272,0.29866342014550384,0.2757352941176471,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,raw,shard_13,288,1.4939615054612796,0.3541666666666667,False
llama_historical_879555_local_text_probe,llama,P2_learned_shallow_public_predicate,raw,shard_14,40,-0.19784896638876867,0.25,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,protected,shard_00,192,8.675106029490978,0.11979166666666667,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,protected,shard_01,192,8.005576493641184,0.13020833333333334,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,protected,shard_02,176,17.60980476822367,0.26704545454545453,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,protected,shard_03,144,12.84418226274635,0.1736111111111111,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,protected,shard_04,240,6.049733535619113,0.10416666666666667,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,protected,shard_05,208,4.886858135969833,0.07692307692307693,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,protected,shard_06,208,9.026065941145225,0.10096153846153846,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,protected,shard_07,176,5.530666667335319,0.125,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,protected,shard_08,272,5.836370329856802,0.14705882352941177,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,protected,shard_09,256,16.278604999221457,0.2109375,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,protected,shard_10,176,18.784584922375863,0.19886363636363635,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,protected,shard_11,160,19.3738765106935,0.23125,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,protected,shard_12,272,17.604860431171595,0.23897058823529413,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,protected,shard_13,288,12.824573816819491,0.17708333333333334,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,protected,shard_14,40,5.128718851114147,0.1,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,raw,shard_00,192,-0.5919919552251612,0.041666666666666664,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,raw,shard_01,192,-5.526743849995996,0.046875,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,raw,shard_02,176,-2.5894051952768695,0.07386363636363637,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,raw,shard_03,144,0.636771413851394,0.0763888888888889,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,raw,shard_04,240,-7.305260045116726,0.016666666666666666,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,raw,shard_05,208,-6.760641817289027,0.03365384615384615,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,raw,shard_06,208,-4.486526342527574,0.028846153846153848,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,raw,shard_07,176,-7.939151314426559,0.017045454545454544,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,raw,shard_08,272,-2.027081419604458,0.05514705882352941,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,raw,shard_09,256,2.660710022897976,0.0703125,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,raw,shard_10,176,0.3030363636437295,0.08522727272727272,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,raw,shard_11,160,5.775467930203581,0.075,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,raw,shard_12,272,7.350641943541284,0.11029411764705882,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,raw,shard_13,288,2.8346116899562412,0.04861111111111111,False
llama_historical_879555_local_text_probe,llama,P4_char_ngram_public_predicate,raw,shard_14,40,-7.608330303093711,0.025,False
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,protected,shard_00,192,4.807349350821549,0.6041666666666666,True
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,protected,shard_01,192,3.616617860386518,0.5833333333333334,True
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,protected,shard_02,176,7.288651079723729,0.6193181818181818,True
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,protected,shard_03,144,6.409820282827084,0.6319444444444444,True
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,protected,shard_04,240,3.0799295816190098,0.6,True
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,protected,shard_05,208,4.0145474859630115,0.6009615384615384,True
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,protected,shard_06,208,5.118616010644086,0.6201923076923077,True
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,protected,shard_07,176,2.312198441547707,0.5852272727272727,True
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,protected,shard_08,272,2.0258869977396516,0.5514705882352942,True
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,protected,shard_09,256,5.84980168499357,0.65625,True
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,protected,shard_10,176,7.501709955313919,0.6590909090909091,True
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,protected,shard_11,160,8.696244441178461,0.69375,True
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,protected,shard_12,272,5.018867903594348,0.6470588235294118,True
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,protected,shard_13,288,6.65706559768056,0.6458333333333334,True
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,protected,shard_14,40,6.177318909301004,0.6,True
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,raw,shard_00,192,-2.0612481847652506,0.4322916666666667,False
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,raw,shard_01,192,-5.283280228796158,0.3958333333333333,False
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,raw,shard_02,176,-1.9585479166110416,0.45454545454545453,False
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,raw,shard_03,144,-2.0496497971618504,0.4513888888888889,False
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,raw,shard_04,240,-5.089766075866368,0.35833333333333334,False
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,raw,shard_05,208,-4.884483900538213,0.375,False
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,raw,shard_06,208,-2.743092959613169,0.4230769230769231,False
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,raw,shard_07,176,-6.002443872819462,0.36363636363636365,False
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,raw,shard_08,272,-0.30233413649961216,0.49264705882352944,False
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,raw,shard_09,256,-0.7016763496075448,0.4453125,False
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,raw,shard_10,176,-0.9075570417559125,0.4715909090909091,False
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,raw,shard_11,160,0.12617678383212733,0.44375,False
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,raw,shard_12,272,-1.0040353565649172,0.4485294117647059,False
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,raw,shard_13,288,1.8173854385468846,0.5416666666666666,True
llama_historical_879555_local_text_probe,llama,P5_word_trigram_public_predicate,raw,shard_14,40,-1.0078442642732988,0.425,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,protected,shard_00,192,8.142349444934808,0.21875,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,protected,shard_01,192,6.210103765551956,0.203125,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,protected,shard_02,176,11.938269684222025,0.3125,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,protected,shard_03,144,9.42937058607669,0.22916666666666666,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,protected,shard_04,240,5.405081753609561,0.19166666666666668,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,protected,shard_05,208,5.768606675063154,0.16826923076923078,False
llama_historical_879555_local_text_probe,llama,P6_hybrid_char_word_public_predicate,protected,shard_06,208,6.16964903558359,0.16826923076923078,False
